,month,bedrooms,number_of_reviews,review_scores_rating,neighborhood,num_comp,occ%,avg_price
8004,6,1,7,94,27,696,56.67,250
8005,7,1,7,94,27,696,61.29,250
8006,8,1,7,94,27,696,0.0,260
8007,9,1,7,94,27,696,66.67,250
8008,10,1,7,94,27,696,80.65,250
8009,11,1,7,94,27,696,16.67,200
8010,12,1,7,94,27,696,0.0,206
8011,1,1,12,98,27,696,10.34,169
8012,2,1,12,98,27,696,0.0,169
8013,3,1,12,98,27,696,3.23,169
8014,4,1,12,98,27,696,0.0,169
8015,5,1,12,98,27,696,54.84,169
8016,6,1,12,98,27,696,100.0,169
8017,7,1,12,98,27,696,100.0,169
8018,8,1,12,98,27,696,100.0,169
8019,9,1,12,98,27,696,100.0,169
8020,10,1,12,98,27,696,9.68,169
8021,11,1,12,98,27,696,0.0,169
8022,12,1,12,98,27,696,0.0,169
8023,1,1,2,79,27,696,100.0,125
8024,2,1,2,79,27,696,100.0,125
8025,3,1,2,79,27,696,100.0,100
8026,4,1,2,79,27,696,80.0,100
8027,5,1,2,79,27,696,54.84,100
8028,6,1,2,79,27,696,0.0,107
8029,7,1,2,79,27,696,0.0,107
8030,8,1,2,79,27,696,0.0,107
8031,9,1,2,79,27,696,0.0,107
8032,10,1,2,79,27,696,0.0,108
8033,11,1,2,79,27,696,0.0,107
8034,12,1,2,79,27,696,0.0,106
8035,1,1,1,100,27,696,100.0,150
8036,2,1,1,100,27,696,0.0,150
8037,3,1,1,100,27,696,100.0,150
8038,4,1,1,100,27,696,100.0,150
8039,5,1,1,100,27,696,100.0,150
8040,6,1,1,100,27,696,100.0,150
8041,7,1,1,100,27,696,100.0,150
8042,8,1,1,100,27,696,3.23,150
8043,9,1,1,100,27,696,0.0,150
8044,10,1,1,100,27,696,0.0,150
8045,11,1,1,100,27,696,23.33,150
8046,12,1,1,100,27,696,3.23,150
8047,1,1,7,97,27,696,100.0,149
8048,2,1,7,97,27,696,89.29,169
8049,3,1,7,97,27,696,32.26,149
8050,4,1,7,97,27,696,80.0,149
8051,5,1,7,97,27,696,100.0,149
8052,6,1,7,97,27,696,100.0,149
8053,7,1,7,97,27,696,100.0,149
8054,8,1,7,97,27,696,100.0,149
8055,9,1,7,97,27,696,63.33,149
8056,10,1,7,97,27,696,0.0,149
8057,11,1,7,97,27,696,0.0,149
8058,12,1,7,97,27,696,0.0,149
8059,1,1,3,100,27,696,80.0,250
8060,2,1,3,100,27,696,0.0,250
8061,3,1,3,100,27,696,80.65,250
8062,4,1,3,100,27,696,83.33,250
8063,5,1,3,100,27,696,70.97,250
8064,6,1,3,100,27,696,96.67,250
8065,7,1,3,100,27,696,16.13,250
8066,8,1,3,100,27,696,0.0,250
8067,9,1,3,100,27,696,56.67,250
8068,10,1,3,100,27,696,58.06,325
8069,11,1,3,100,27,696,63.33,300
8070,12,1,3,100,27,696,32.26,300
8071,1,1,3,90,27,696,100.0,85
8072,2,1,3,90,27,696,100.0,85
8073,3,1,3,90,27,696,100.0,85
8074,4,1,3,90,27,696,100.0,85
8075,5,1,3,90,27,696,100.0,85
8076,6,1,3,90,27,696,100.0,85
8077,7,1,3,90,27,696,100.0,85
8078,8,1,3,90,27,696,100.0,85
8079,9,1,3,90,27,696,100.0,85
8080,10,1,3,90,27,696,100.0,85
8081,11,1,3,90,27,696,16.67,85
8082,12,1,3,90,27,696,0.0,85
8083,1,1,2,60,27,696,100.0,135
8084,2,1,2,60,27,696,100.0,135
8085,3,1,2,60,27,696,87.1,150
8086,4,1,2,60,27,696,100.0,150
8087,5,1,2,60,27,696,41.94,150
8088,6,1,2,60,27,696,100.0,150
8089,7,1,2,60,27,696,9.68,150
8090,8,1,2,60,27,696,0.0,150
8091,9,1,2,60,27,696,60.0,150
8092,10,1,2,60,27,696,100.0,150
8093,11,1,2,60,27,696,86.67,150
8094,12,1,2,60,27,696,67.74,150
8095,1,1,6,97,27,696,58.06,250
8096,2,1,6,97,27,696,64.29,250
8097,3,1,6,97,27,696,100.0,250
8098,4,1,6,97,27,696,83.33,250
8099,5,1,6,97,27,696,0.0,250
8100,6,1,6,97,27,696,43.33,209
8101,7,1,6,97,27,696,29.03,249
8102,8,1,6,97,27,696,0.0,222
8103,9,1,6,97,27,696,46.67,199
8104,10,1,6,97,27,696,74.19,249
8105,11,1,6,97,27,696,80.0,249
8106,12,1,6,97,27,696,93.55,249
8107,1,1,3,93,27,696,0.0,128
8108,2,1,3,93,27,696,0.0,135
8109,3,1,3,93,27,696,100.0,128
8110,4,1,3,93,27,696,100.0,128
8111,5,1,3,93,27,696,100.0,128
8112,6,1,3,93,27,696,83.33,145
8113,7,1,3,93,27,696,35.48,145
8114,8,1,3,93,27,696,100.0,145
8115,9,1,3,93,27,696,100.0,145
8116,10,1,3,93,27,696,9.68,145
8117,11,1,3,93,27,696,0.0,145
8118,12,1,3,93,27,696,0.0,145
8119,1,1,5,100,27,696,6.9,116
8120,2,1,5,100,27,696,0.0,116
8121,3,1,5,100,27,696,100.0,116
8122,4,1,5,100,27,696,100.0,116
8123,5,1,5,100,27,696,100.0,116
8124,6,1,5,100,27,696,0.0,116
8125,7,1,5,100,27,696,0.0,116
8126,8,1,5,100,27,696,0.0,116
8127,9,1,5,100,27,696,100.0,116
8128,10,1,5,100,27,696,100.0,130
8129,11,1,5,100,27,696,100.0,149
8130,12,1,5,100,27,696,100.0,149
8131,1,1,18,98,27,696,3.33,350
8132,2,1,18,98,27,696,0.0,350
8133,3,1,18,98,27,696,3.23,250
8134,4,1,18,98,27,696,0.0,250
8135,5,1,18,98,27,696,0.0,250
8136,6,1,18,98,27,696,76.67,350
8137,7,1,18,98,27,696,0.0,325
8138,8,1,18,98,27,696,0.0,350
8139,9,1,18,98,27,696,73.33,180
8140,10,1,18,98,27,696,90.32,180
8141,11,1,18,98,27,696,100.0,180
8142,12,1,18,98,27,696,100.0,180
8143,1,1,25,98,27,696,26.67,149
8144,2,1,25,98,27,696,0.0,149
8145,3,1,25,98,27,696,100.0,149
8146,4,1,25,98,27,696,100.0,149
8147,5,1,25,98,27,696,9.68,149
8148,6,1,25,98,27,696,96.67,149
8149,7,1,25,98,27,696,19.35,149
8150,8,1,25,98,27,696,0.0,149
8151,9,1,25,98,27,696,80.0,149
8152,10,1,25,98,27,696,48.39,149
8153,11,1,25,98,27,696,70.0,149
8154,12,1,25,98,27,696,45.16,149
8155,1,1,3,93,27,696,63.33,155
8156,2,1,3,93,27,696,78.57,155
8157,3,1,3,93,27,696,64.52,155
8158,4,1,3,93,27,696,86.67,155
8159,5,1,3,93,27,696,100.0,155
8160,6,1,3,93,27,696,100.0,210
8161,7,1,3,93,27,696,100.0,210
8162,8,1,3,93,27,696,100.0,210
8163,9,1,3,93,27,696,73.33,235
8164,10,1,3,93,27,696,74.19,235
8165,11,1,3,93,27,696,70.0,208
8166,12,1,3,93,27,696,93.55,208
8167,1,1,1,91,27,696,100.0,175
8168,2,1,1,91,27,696,100.0,175
8169,3,1,1,91,27,696,100.0,175
8170,4,1,1,91,27,696,100.0,175
8171,5,1,1,91,27,696,25.81,175
8172,6,1,1,91,27,696,0.0,175
8173,7,1,1,91,27,696,0.0,175
8174,8,1,1,91,27,696,0.0,175
8175,9,1,1,91,27,696,0.0,175
8176,10,1,1,91,27,696,0.0,175
8177,11,1,1,91,27,696,0.0,175
8178,12,1,1,91,27,696,0.0,175
8179,1,1,23,96,27,696,27.59,130
8180,2,1,23,96,27,696,17.86,130
8181,3,1,23,96,27,696,35.48,150
8182,4,1,23,96,27,696,56.67,160
8183,5,1,23,96,27,696,0.0,160
8184,6,1,23,96,27,696,46.67,160
8185,7,1,23,96,27,696,0.0,160
8186,8,1,23,96,27,696,100.0,160
8187,9,1,23,96,27,696,100.0,160
8188,10,1,23,96,27,696,93.55,138
8189,11,1,23,96,27,696,53.33,138
8190,12,1,23,96,27,696,100.0,138
8191,1,1,28,96,27,696,93.33,185
8192,2,1,28,96,27,696,39.29,185
8193,3,1,28,96,27,696,74.19,205
8194,4,1,28,96,27,696,60.0,205
8195,5,1,28,96,27,696,38.71,195
8196,6,1,28,96,27,696,90.0,195
8197,7,1,28,96,27,696,87.1,195
8198,8,1,28,96,27,696,51.61,195
8199,9,1,28,96,27,696,76.67,195
8200,10,1,28,96,27,696,96.77,195
8201,11,1,28,96,27,696,53.33,195
8202,12,1,28,96,27,696,45.16,195
8203,1,1,5,92,27,696,96.67,200
8204,2,1,5,92,27,696,100.0,185
8205,3,1,5,92,27,696,100.0,185
8206,4,1,5,92,27,696,100.0,185
8207,5,1,5,92,27,696,100.0,185
8208,6,1,5,92,27,696,100.0,185
8209,7,1,5,92,27,696,100.0,185
8210,8,1,5,92,27,696,100.0,185
8211,9,1,5,92,27,696,100.0,185
8212,10,1,5,92,27,696,100.0,185
8213,11,1,5,92,27,696,46.67,185
8214,12,1,5,92,27,696,6.45,185
8215,1,1,2,90,27,696,41.38,100
8216,2,1,2,90,27,696,100.0,100
8217,3,1,2,90,27,696,100.0,100
8218,4,1,2,90,27,696,100.0,100
8219,5,1,2,90,27,696,100.0,100
8220,6,1,2,90,27,696,36.67,100
8221,7,1,2,90,27,696,0.0,100
8222,8,1,2,90,27,696,0.0,100
8223,9,1,2,90,27,696,0.0,100
8224,10,1,2,90,27,696,0.0,100
8225,11,1,2,90,27,696,0.0,100
8226,12,1,2,90,27,696,0.0,100
8227,1,1,4,100,27,696,90.0,155
8228,2,1,4,100,27,696,100.0,155
8229,3,1,4,100,27,696,87.1,155
8230,4,1,4,100,27,696,66.67,155
8231,5,1,4,100,27,696,51.61,155
8232,6,1,4,100,27,696,100.0,170
8233,7,1,4,100,27,696,64.52,170
8234,8,1,4,100,27,696,100.0,170
8235,9,1,4,100,27,696,90.0,170
8236,10,1,4,100,27,696,90.32,170
8237,11,1,4,100,27,696,96.67,170
8238,12,1,4,100,27,696,80.65,170
8239,1,1,1,80,27,696,100.0,100
8240,2,1,1,80,27,696,100.0,100
8241,3,1,1,80,27,696,100.0,100
8242,4,1,1,80,27,696,100.0,100
8243,5,1,1,80,27,696,100.0,100
8244,6,1,1,80,27,696,100.0,100
8245,7,1,1,80,27,696,74.19,100
8246,8,1,1,80,27,696,93.55,100
8247,9,1,1,80,27,696,3.33,100
8248,10,1,1,80,27,696,0.0,100
8249,11,1,1,80,27,696,0.0,100
8250,12,1,1,80,27,696,0.0,100
8251,1,1,3,93,27,696,100.0,150
8252,2,1,3,93,27,696,100.0,150
8253,3,1,3,93,27,696,100.0,150
8254,4,1,3,93,27,696,100.0,150
8255,5,1,3,93,27,696,100.0,150
8256,6,1,3,93,27,696,100.0,150
8257,7,1,3,93,27,696,83.87,150
8258,8,1,3,93,27,696,0.0,150
8259,9,1,3,93,27,696,0.0,150
8260,10,1,3,93,27,696,0.0,150
8261,11,1,3,93,27,696,0.0,150
8262,12,1,3,93,27,696,0.0,150
8263,1,1,1,100,27,696,100.0,150
8264,2,1,1,100,27,696,100.0,150
8265,3,1,1,100,27,696,100.0,150
8266,4,1,1,100,27,696,100.0,150
8267,5,1,1,100,27,696,100.0,150
8268,6,1,1,100,27,696,100.0,150
8269,7,1,1,100,27,696,100.0,150
8270,8,1,1,100,27,696,100.0,150
8271,9,1,1,100,27,696,16.67,150
8272,10,1,1,100,27,696,0.0,150
8273,11,1,1,100,27,696,0.0,150
8274,12,1,1,100,27,696,0.0,150
8275,1,1,8,98,27,696,0.0,182
8276,2,1,8,98,27,696,0.0,181
8277,3,1,8,98,27,696,100.0,190
8278,4,1,8,98,27,696,0.0,195
8279,5,1,8,98,27,696,0.0,196
8280,6,1,8,98,27,696,100.0,190
8281,7,1,8,98,27,696,100.0,190
8282,8,1,8,98,27,696,80.65,190
8283,9,1,8,98,27,696,93.33,190
8284,10,1,8,98,27,696,100.0,190
8285,11,1,8,98,27,696,83.33,190
8286,12,1,8,98,27,696,77.42,190
8287,1,1,4,90,27,696,3.45,121
8288,2,1,4,90,27,696,67.86,150
8289,3,1,4,90,27,696,100.0,115
8290,4,1,4,90,27,696,100.0,115
8291,5,1,4,90,27,696,100.0,115
8292,6,1,4,90,27,696,100.0,125
8293,7,1,4,90,27,696,100.0,125
8294,8,1,4,90,27,696,100.0,125
8295,9,1,4,90,27,696,26.67,125
8296,10,1,4,90,27,696,54.84,125
8297,11,1,4,90,27,696,0.0,132
8298,12,1,4,90,27,696,0.0,131
8299,1,1,2,100,27,696,79.31,229
8300,2,1,2,100,27,696,75.0,229
8301,3,1,2,100,27,696,100.0,209
8302,4,1,2,100,27,696,13.33,209
8303,5,1,2,100,27,696,0.0,215
8304,6,1,2,100,27,696,100.0,209
8305,7,1,2,100,27,696,38.71,209
8306,8,1,2,100,27,696,0.0,215
8307,9,1,2,100,27,696,0.0,214
8308,10,1,2,100,27,696,0.0,215
8309,11,1,2,100,27,696,66.67,169
8310,12,1,2,100,27,696,41.94,169
8311,1,1,13,100,27,696,66.67,125
8312,2,1,13,100,27,696,25.0,105
8313,3,1,13,100,27,696,93.55,140
8314,4,1,13,100,27,696,83.33,140
8315,5,1,13,100,27,696,80.65,140
8316,6,1,13,100,27,696,43.33,120
8317,7,1,13,100,27,696,70.97,140
8318,8,1,13,100,27,696,0.0,140
8319,9,1,13,100,27,696,0.0,114
8320,10,1,13,100,27,696,93.55,145
8321,11,1,13,100,27,696,96.67,120
8322,12,1,13,100,27,696,80.65,120
8323,1,1,1,100,27,696,100.0,100
8324,2,1,1,100,27,696,100.0,100
8325,3,1,1,100,27,696,100.0,100
8326,4,1,1,100,27,696,100.0,100
8327,5,1,1,100,27,696,100.0,100
8328,6,1,1,100,27,696,100.0,100
8329,7,1,1,100,27,696,100.0,100
8330,8,1,1,100,27,696,100.0,100
8331,9,1,1,100,27,696,100.0,100
8332,10,1,1,100,27,696,41.94,100
8333,11,1,1,100,27,696,0.0,100
8334,12,1,1,100,27,696,0.0,100
8335,1,1,1,100,27,696,36.67,200
8336,2,1,1,100,27,696,42.86,200
8337,3,1,1,100,27,696,3.23,163
8338,4,1,1,100,27,696,0.0,163
8339,5,1,1,100,27,696,0.0,166
8340,6,1,1,100,27,696,0.0,163
8341,7,1,1,100,27,696,0.0,165
8342,8,1,1,100,27,696,0.0,165
8343,9,1,1,100,27,696,86.67,160
8344,10,1,1,100,27,696,100.0,160
8345,11,1,1,100,27,696,80.0,160
8346,12,1,1,100,27,696,58.06,160
8347,1,1,1,100,27,696,100.0,175
8348,2,1,1,100,27,696,100.0,175
8349,3,1,1,100,27,696,100.0,175
8350,4,1,1,100,27,696,100.0,175
8351,5,1,1,100,27,696,100.0,175
8352,6,1,1,100,27,696,100.0,175
8353,7,1,1,100,27,696,100.0,175
8354,8,1,1,100,27,696,100.0,175
8355,9,1,1,100,27,696,100.0,175
8356,10,1,1,100,27,696,64.52,175
8357,11,1,1,100,27,696,0.0,175
8358,12,1,1,100,27,696,0.0,175
8359,1,1,1,100,27,696,100.0,169
8360,2,1,1,100,27,696,100.0,169
8361,3,1,1,100,27,696,100.0,169
8362,4,1,1,100,27,696,100.0,169
8363,5,1,1,100,27,696,100.0,169
8364,6,1,1,100,27,696,0.0,169
8365,7,1,1,100,27,696,100.0,169
8366,8,1,1,100,27,696,100.0,169
8367,9,1,1,100,27,696,100.0,149
8368,10,1,1,100,27,696,80.65,249
8369,11,1,1,100,27,696,63.33,229
8370,12,1,1,100,27,696,0.0,229
8371,1,1,62,94,54,420,3.33,119
8372,2,1,62,94,54,420,0.0,168
8373,3,1,62,94,54,420,3.23,168
8374,4,1,62,94,54,420,0.0,168
8375,5,1,62,94,54,420,0.0,168
8376,6,1,62,94,54,420,100.0,165
8377,7,1,62,94,54,420,100.0,165
8378,8,1,62,94,54,420,93.55,165
8379,9,1,62,94,54,420,86.67,165
8380,10,1,62,94,54,420,100.0,165
8381,11,1,62,94,54,420,93.33,165
8382,12,1,62,94,54,420,93.55,165
8383,1,1,7,96,54,420,20.0,175
8384,2,1,7,96,54,420,82.14,175
8385,3,1,7,96,54,420,100.0,175
8386,4,1,7,96,54,420,100.0,175
8387,5,1,7,96,54,420,100.0,175
8388,6,1,7,96,54,420,100.0,175
8389,7,1,7,96,54,420,12.9,175
8390,8,1,7,96,54,420,0.0,175
8391,9,1,7,96,54,420,0.0,165
8392,10,1,7,96,54,420,90.32,149
8393,11,1,7,96,54,420,100.0,149
8394,12,1,7,96,54,420,100.0,149
8395,1,1,9,98,54,420,50.0,75
8396,2,1,9,98,54,420,0.0,150
8397,3,1,9,98,54,420,3.23,150
8398,4,1,9,98,54,420,43.33,150
8399,5,1,9,98,54,420,0.0,150
8400,6,1,9,98,54,420,100.0,150
8401,7,1,9,98,54,420,100.0,150
8402,8,1,9,98,54,420,100.0,150
8403,9,1,9,98,54,420,100.0,150
8404,10,1,9,98,54,420,100.0,150
8405,11,1,9,98,54,420,100.0,150
8406,12,1,9,98,54,420,100.0,150
8407,1,1,43,95,54,420,100.0,250
8408,2,1,43,95,54,420,100.0,250
8409,3,1,43,95,54,420,3.23,250
8410,4,1,43,95,54,420,23.33,250
8411,5,1,43,95,54,420,0.0,250
8412,6,1,43,95,54,420,0.0,250
8413,7,1,43,95,54,420,0.0,250
8414,8,1,43,95,54,420,0.0,250
8415,9,1,43,95,54,420,90.0,225
8416,10,1,43,95,54,420,100.0,225
8417,11,1,43,95,54,420,100.0,225
8418,12,1,43,95,54,420,100.0,225
8419,1,1,69,95,54,420,10.34,120
8420,2,1,69,95,54,420,0.0,120
8421,3,1,69,95,54,420,29.03,120
8422,4,1,69,95,54,420,93.33,120
8423,5,1,69,95,54,420,70.97,120
8424,6,1,69,95,54,420,70.0,120
8425,7,1,69,95,54,420,48.39,120
8426,8,1,69,95,54,420,0.0,120
8427,9,1,69,95,54,420,86.67,120
8428,10,1,69,95,54,420,25.81,120
8429,11,1,69,95,54,420,0.0,120
8430,12,1,69,95,54,420,0.0,120
8431,1,1,4,93,54,420,62.07,150
8432,2,1,4,93,54,420,100.0,130
8433,3,1,4,93,54,420,100.0,130
8434,4,1,4,93,54,420,100.0,130
8435,5,1,4,93,54,420,87.1,150
8436,6,1,4,93,54,420,100.0,130
8437,7,1,4,93,54,420,100.0,130
8438,8,1,4,93,54,420,3.23,131
8439,9,1,4,93,54,420,26.67,130
8440,10,1,4,93,54,420,0.0,136
8441,11,1,4,93,54,420,0.0,135
8442,12,1,4,93,54,420,0.0,135
8443,1,1,17,88,54,420,3.45,150
8444,2,1,17,88,54,420,0.0,150
8445,3,1,17,88,54,420,61.29,150
8446,4,1,17,88,54,420,100.0,150
8447,5,1,17,88,54,420,64.52,150
8448,6,1,17,88,54,420,80.0,150
8449,7,1,17,88,54,420,38.71,150
8450,8,1,17,88,54,420,16.13,150
8451,9,1,17,88,54,420,96.67,150
8452,10,1,17,88,54,420,100.0,150
8453,11,1,17,88,54,420,83.33,150
8454,12,1,17,88,54,420,67.74,150
8455,1,1,5,99,54,420,3.45,200
8456,2,1,5,99,54,420,0.0,200
8457,3,1,5,99,54,420,77.42,140
8458,4,1,5,99,54,420,100.0,140
8459,5,1,5,99,54,420,74.19,140
8460,6,1,5,99,54,420,100.0,150
8461,7,1,5,99,54,420,80.65,150
8462,8,1,5,99,54,420,100.0,150
8463,9,1,5,99,54,420,96.67,150
8464,10,1,5,99,54,420,100.0,200
8465,11,1,5,99,54,420,70.0,200
8466,12,1,5,99,54,420,0.0,175
8467,1,1,22,97,54,420,80.0,100
8468,2,1,22,97,54,420,46.43,100
8469,3,1,22,97,54,420,67.74,100
8470,4,1,22,97,54,420,70.0,100
8471,5,1,22,97,54,420,96.77,100
8472,6,1,22,97,54,420,83.33,100
8473,7,1,22,97,54,420,80.65,100
8474,8,1,22,97,54,420,67.74,100
8475,9,1,22,97,54,420,83.33,100
8476,10,1,22,97,54,420,77.42,100
8477,11,1,22,97,54,420,80.0,100
8478,12,1,22,97,54,420,77.42,100
8479,1,1,38,92,54,420,0.0,186
8480,2,1,38,92,54,420,0.0,185
8481,3,1,38,92,54,420,100.0,200
8482,4,1,38,92,54,420,100.0,200
8483,5,1,38,92,54,420,100.0,200
8484,6,1,38,92,54,420,96.67,200
8485,7,1,38,92,54,420,12.9,200
8486,8,1,38,92,54,420,93.55,200
8487,9,1,38,92,54,420,96.67,200
8488,10,1,38,92,54,420,100.0,200
8489,11,1,38,92,54,420,26.67,200
8490,12,1,38,92,54,420,70.97,200
8491,1,1,67,91,54,420,0.0,125
8492,2,1,67,91,54,420,25.0,125
8493,3,1,67,91,54,420,77.42,150
8494,4,1,67,91,54,420,86.67,150
8495,5,1,67,91,54,420,93.55,150
8496,6,1,67,91,54,420,90.0,150
8497,7,1,67,91,54,420,67.74,150
8498,8,1,67,91,54,420,80.65,150
8499,9,1,67,91,54,420,96.67,150
8500,10,1,67,91,54,420,90.32,150
8501,11,1,67,91,54,420,96.67,150
8502,12,1,67,91,54,420,80.65,150
8503,1,1,23,96,54,420,86.67,189
8504,2,1,23,96,54,420,78.57,189
8505,3,1,23,96,54,420,100.0,189
8506,4,1,23,96,54,420,100.0,189
8507,5,1,23,96,54,420,80.65,189
8508,6,1,23,96,54,420,100.0,189
8509,7,1,23,96,54,420,58.06,189
8510,8,1,23,96,54,420,45.16,189
8511,9,1,23,96,54,420,90.0,189
8512,10,1,23,96,54,420,80.65,189
8513,11,1,23,96,54,420,80.0,189
8514,12,1,23,96,54,420,45.16,189
8515,1,1,24,95,54,420,36.67,200
8516,2,1,24,95,54,420,0.0,200
8517,3,1,24,95,54,420,9.68,300
8518,4,1,24,95,54,420,100.0,300
8519,5,1,24,95,54,420,100.0,300
8520,6,1,24,95,54,420,86.67,300
8521,7,1,24,95,54,420,87.1,300
8522,8,1,24,95,54,420,100.0,200
8523,9,1,24,95,54,420,96.67,300
8524,10,1,24,95,54,420,100.0,200
8525,11,1,24,95,54,420,100.0,200
8526,12,1,24,95,54,420,100.0,200
8527,1,1,4,90,54,420,100.0,150
8528,2,1,4,90,54,420,100.0,150
8529,3,1,4,90,54,420,100.0,130
8530,4,1,4,90,54,420,100.0,130
8531,5,1,4,90,54,420,100.0,130
8532,6,1,4,90,54,420,100.0,130
8533,7,1,4,90,54,420,3.23,130
8534,8,1,4,90,54,420,0.0,136
8535,9,1,4,90,54,420,0.0,135
8536,10,1,4,90,54,420,0.0,136
8537,11,1,4,90,54,420,0.0,135
8538,12,1,4,90,54,420,0.0,135
8539,1,1,31,93,54,420,33.33,99
8540,2,1,31,93,54,420,89.29,150
8541,3,1,31,93,54,420,58.06,140
8542,4,1,31,93,54,420,53.33,140
8543,5,1,31,93,54,420,64.52,140
8544,6,1,31,93,54,420,73.33,155
8545,7,1,31,93,54,420,41.94,155
8546,8,1,31,93,54,420,61.29,155
8547,9,1,31,93,54,420,93.33,186
8548,10,1,31,93,54,420,100.0,186
8549,11,1,31,93,54,420,73.33,186
8550,12,1,31,93,54,420,74.19,186
8551,1,1,48,96,54,420,19.35,125
8552,2,1,48,96,54,420,0.0,127
8553,1,1,10,93,54,420,100.0,175
8554,2,1,10,93,54,420,100.0,175
8555,3,1,10,93,54,420,54.84,175
8556,4,1,10,93,54,420,100.0,175
8557,5,1,10,93,54,420,100.0,175
8558,6,1,10,93,54,420,66.67,199
8559,7,1,10,93,54,420,22.58,175
8560,8,1,10,93,54,420,0.0,199
8561,9,1,10,93,54,420,66.67,175
8562,10,1,10,93,54,420,96.77,185
8563,11,1,10,93,54,420,6.67,127
8564,12,1,10,93,54,420,83.87,199
8565,1,1,5,84,54,420,100.0,250
8566,2,1,5,84,54,420,100.0,250
8567,3,1,5,84,54,420,100.0,250
8568,4,1,5,84,54,420,100.0,250
8569,5,1,5,84,54,420,100.0,250
8570,6,1,5,84,54,420,3.33,250
8571,7,1,5,84,54,420,0.0,250
8572,8,1,5,84,54,420,0.0,250
8573,9,1,5,84,54,420,0.0,250
8574,10,1,5,84,54,420,0.0,250
8575,11,1,5,84,54,420,0.0,250
8576,12,1,5,84,54,420,0.0,250
8577,1,1,11,98,54,420,3.33,160
8578,2,1,11,98,54,420,0.0,160
8579,3,1,11,98,54,420,67.74,135
8580,4,1,11,98,54,420,80.0,135
8581,5,1,11,98,54,420,70.97,135
8582,6,1,11,98,54,420,83.33,135
8583,7,1,11,98,54,420,100.0,135
8584,8,1,11,98,54,420,100.0,135
8585,9,1,11,98,54,420,100.0,135
8586,10,1,11,98,54,420,100.0,135
8587,11,1,11,98,54,420,100.0,135
8588,12,1,11,98,54,420,100.0,135
8589,1,1,2,96,54,420,100.0,200
8590,2,1,2,96,54,420,100.0,200
8591,3,1,2,96,54,420,100.0,180
8592,4,1,2,96,54,420,100.0,180
8593,5,1,2,96,54,420,19.35,180
8594,6,1,2,96,54,420,0.0,185
8595,7,1,2,96,54,420,0.0,186
8596,8,1,2,96,54,420,0.0,186
8597,9,1,2,96,54,420,0.0,185
8598,10,1,2,96,54,420,0.0,186
8599,11,1,2,96,54,420,0.0,185
8600,12,1,2,96,54,420,0.0,185
8601,1,1,1,20,54,420,100.0,250
8602,2,1,1,20,54,420,100.0,250
8603,3,1,1,20,54,420,100.0,250
8604,4,1,1,20,54,420,100.0,250
8605,5,1,1,20,54,420,51.61,250
8606,6,1,1,20,54,420,0.0,250
8607,7,1,1,20,54,420,0.0,250
8608,8,1,1,20,54,420,0.0,250
8609,9,1,1,20,54,420,0.0,250
8610,10,1,1,20,54,420,0.0,250
8611,11,1,1,20,54,420,0.0,250
8612,12,1,1,20,54,420,0.0,250
8613,1,1,27,83,54,420,3.33,149
8614,2,1,27,83,54,420,0.0,213
8615,1,1,1,100,54,420,90.0,175
8616,8,1,1,100,54,420,3.23,175
8617,9,1,1,100,54,420,16.67,175
8618,1,1,7,92,54,420,6.67,169
8619,2,1,7,92,54,420,0.0,169
8620,3,1,7,92,54,420,74.19,189
8621,4,1,7,92,54,420,10.0,189
8622,5,1,7,92,54,420,0.0,192
8623,6,1,7,92,54,420,100.0,169
8624,7,1,7,92,54,420,93.55,189
8625,8,1,7,92,54,420,100.0,169
8626,9,1,7,92,54,420,100.0,169
8627,10,1,7,92,54,420,100.0,169
8628,11,1,7,92,54,420,100.0,169
8629,12,1,7,92,54,420,93.55,189
8630,1,1,7,74,54,420,0.0,99
8631,3,1,7,74,54,420,22.58,130
8632,4,1,7,74,54,420,16.67,140
8633,6,1,7,74,54,420,90.0,135
8634,7,1,7,74,54,420,19.35,135
8635,9,1,7,74,54,420,90.0,159
8636,1,1,7,94,54,420,60.0,145
8637,2,1,7,94,54,420,53.57,145
8638,3,1,7,94,54,420,58.06,145
8639,4,1,7,94,54,420,60.0,145
8640,5,1,7,94,54,420,51.61,145
8641,6,1,7,94,54,420,70.0,145
8642,7,1,7,94,54,420,100.0,145
8643,8,1,7,94,54,420,3.23,145
8644,9,1,7,94,54,420,0.0,145
8645,10,1,7,94,54,420,0.0,145
8646,11,1,7,94,54,420,0.0,145
8647,12,1,7,94,54,420,0.0,145
8648,1,1,2,90,54,420,100.0,195
8649,2,1,2,90,54,420,100.0,195
