,month,bedrooms,number_of_reviews,review_scores_rating,neighborhood,num_comp,occ%,avg_price,neighborhood2
8525,5,1,7,94,West Village,732,93.55,175,70
8526,6,1,7,94,West Village,732,76.67,175,70
8527,7,1,7,94,West Village,732,83.87,175,70
8528,8,1,7,94,West Village,732,100.0,175,70
8529,9,1,7,94,West Village,732,100.0,175,70
8530,10,1,7,94,West Village,732,96.77,175,70
8531,11,1,7,94,West Village,732,10.0,175,70
8532,12,1,7,94,West Village,732,70.97,175,70
8533,1,1,38,77,West Village,732,13.33,114,70
8534,3,1,38,77,West Village,732,48.39,159,70
8535,4,1,38,77,West Village,732,46.67,199,70
8536,6,1,38,77,West Village,732,20.0,229,70
8537,7,1,38,77,West Village,732,51.61,189,70
8538,8,1,38,77,West Village,732,0.0,220,70
8539,11,1,38,77,West Village,732,0.0,247,70
8540,12,1,38,77,West Village,732,0.0,280,70
8541,1,1,10,98,West Village,732,36.67,200,70
8542,2,1,10,98,West Village,732,51.72,120,70
8543,3,1,10,98,West Village,732,19.35,225,70
8544,4,1,10,98,West Village,732,76.67,200,70
8545,5,1,10,98,West Village,732,100.0,245,70
8546,6,1,10,98,West Village,732,60.0,250,70
8547,7,1,10,98,West Village,732,64.52,250,70
8548,8,1,10,98,West Village,732,61.29,250,70
8549,9,1,10,98,West Village,732,70.0,250,70
8550,10,1,10,98,West Village,732,80.65,245,70
8551,11,1,10,98,West Village,732,100.0,245,70
8552,12,1,10,98,West Village,732,100.0,245,70
8553,1,1,36,94,West Village,732,6.67,179,70
8554,2,1,36,94,West Village,732,48.28,285,70
8555,3,1,36,94,West Village,732,0.0,285,70
8556,4,1,36,94,West Village,732,86.67,285,70
8557,5,1,36,94,West Village,732,87.1,142,70
8558,7,1,36,94,West Village,732,100.0,285,70
8559,9,1,36,94,West Village,732,50.0,184,70
8560,1,1,33,89,West Village,732,53.33,250,70
8561,2,1,33,89,West Village,732,34.48,95,70
8562,3,1,33,89,West Village,732,0.0,200,70
8563,4,1,33,89,West Village,732,70.0,350,70
8564,5,1,33,89,West Village,732,83.87,350,70
8565,6,1,33,89,West Village,732,63.33,350,70
8566,7,1,33,89,West Village,732,70.97,350,70
8567,8,1,33,89,West Village,732,0.0,235,70
8568,9,1,33,89,West Village,732,0.0,300,70
8569,10,1,33,89,West Village,732,61.29,350,70
8570,11,1,33,89,West Village,732,13.33,300,70
8571,12,1,33,89,West Village,732,0.0,350,70
8572,1,1,18,93,West Village,732,23.33,180,70
8573,2,1,18,93,West Village,732,58.62,230,70
8574,3,1,18,93,West Village,732,0.0,220,70
8575,4,1,18,93,West Village,732,100.0,230,70
8576,5,1,18,93,West Village,732,93.55,230,70
8577,6,1,18,93,West Village,732,100.0,230,70
8578,7,1,18,93,West Village,732,61.29,230,70
8579,8,1,18,93,West Village,732,16.13,230,70
8580,9,1,18,93,West Village,732,100.0,230,70
8581,10,1,18,93,West Village,732,93.55,230,70
8582,11,1,18,93,West Village,732,86.67,230,70
8583,12,1,18,93,West Village,732,96.77,230,70
8584,1,1,19,92,West Village,732,96.77,273,70
8585,2,1,19,92,West Village,732,55.17,279,70
8586,3,1,19,92,West Village,732,0.0,211,70
8587,4,1,19,92,West Village,732,10.0,268,70
8588,6,1,19,92,West Village,732,36.67,225,70
8589,7,1,19,92,West Village,732,48.39,198,70
8590,9,1,19,92,West Village,732,100.0,273,70
8591,1,1,42,93,Park Slope,120,100.0,75,56
8592,2,1,42,93,Park Slope,120,100.0,75,56
8593,3,1,42,93,Park Slope,120,96.77,150,56
8594,4,1,42,93,Park Slope,120,60.0,150,56
8595,5,1,42,93,Park Slope,120,64.52,150,56
8596,6,1,42,93,Park Slope,120,86.67,150,56
8597,7,1,42,93,Park Slope,120,100.0,75,56
8598,8,1,42,93,Park Slope,120,100.0,75,56
8599,9,1,42,93,Park Slope,120,96.67,150,56
8600,10,1,42,93,Park Slope,120,54.84,150,56
8601,11,1,42,93,Park Slope,120,0.0,75,56
8602,12,1,42,93,Park Slope,120,0.0,75,56
8603,1,1,37,94,Park Slope,120,3.23,175,56
8604,2,1,37,94,Park Slope,120,6.9,175,56
8605,3,1,37,94,Park Slope,120,0.0,175,56
8606,4,1,37,94,Park Slope,120,63.33,175,56
8607,5,1,37,94,Park Slope,120,54.84,175,56
8608,6,1,37,94,Park Slope,120,80.0,175,56
8609,7,1,37,94,Park Slope,120,48.39,175,56
8610,8,1,37,94,Park Slope,120,38.71,175,56
8611,9,1,37,94,Park Slope,120,60.0,175,56
8612,10,1,37,94,Park Slope,120,22.58,175,56
8613,11,1,37,94,Park Slope,120,30.0,175,56
8614,12,1,37,94,Park Slope,120,-3.33,175,56
8615,1,1,77,95,Park Slope,120,100.0,250,56
8616,2,1,77,95,Park Slope,120,100.0,250,56
8617,3,1,77,95,Park Slope,120,83.87,250,56
8618,4,1,77,95,Park Slope,120,60.0,250,56
8619,5,1,77,95,Park Slope,120,80.65,250,56
8620,6,1,77,95,Park Slope,120,73.33,250,56
8621,7,1,77,95,Park Slope,120,93.55,250,56
8622,8,1,77,95,Park Slope,120,22.58,250,56
8623,9,1,77,95,Park Slope,120,43.33,250,56
8624,10,1,77,95,Park Slope,120,93.55,240,56
8625,11,1,77,95,Park Slope,120,30.0,240,56
8626,12,1,77,95,Park Slope,120,29.03,240,56
8627,1,1,23,96,Park Slope,120,19.35,200,56
8628,2,1,23,96,Park Slope,120,20.69,200,56
8629,3,1,23,96,Park Slope,120,0.0,200,56
8630,4,1,23,96,Park Slope,120,76.67,200,56
8631,5,1,23,96,Park Slope,120,100.0,200,56
8632,6,1,23,96,Park Slope,120,80.0,200,56
8633,7,1,23,96,Park Slope,120,48.39,200,56
8634,8,1,23,96,Park Slope,120,74.19,200,56
8635,9,1,23,96,Park Slope,120,90.0,200,56
8636,10,1,23,96,Park Slope,120,100.0,200,56
8637,11,1,23,96,Park Slope,120,100.0,200,56
8638,12,1,23,96,Park Slope,120,100.0,200,56
8639,1,1,33,97,Park Slope,120,33.33,200,56
8640,2,1,33,97,Park Slope,120,10.34,250,56
8641,3,1,33,97,Park Slope,120,0.0,250,56
8642,4,1,33,97,Park Slope,120,100.0,250,56
8643,5,1,33,97,Park Slope,120,96.77,250,56
8644,6,1,33,97,Park Slope,120,100.0,250,56
8645,7,1,33,97,Park Slope,120,100.0,250,56
8646,8,1,33,97,Park Slope,120,38.71,250,56
8647,9,1,33,97,Park Slope,120,23.33,250,56
8648,10,1,33,97,Park Slope,120,83.87,250,56
8649,11,1,33,97,Park Slope,120,76.67,250,56
8650,12,1,33,97,Park Slope,120,58.06,250,56
8651,1,1,25,96,Park Slope,120,0.0,111,56
8652,6,1,25,96,Park Slope,120,70.0,181,56
8653,10,1,25,96,Park Slope,120,83.87,170,56
8654,11,1,25,96,Park Slope,120,36.67,170,56
8655,12,1,25,96,Park Slope,120,0.0,170,56
8656,1,1,19,98,Park Slope,120,100.0,149,56
8657,2,1,19,98,Park Slope,120,100.0,149,56
8658,3,1,19,98,Park Slope,120,100.0,149,56
8659,4,1,19,98,Park Slope,120,80.0,149,56
8660,5,1,19,98,Park Slope,120,100.0,149,56
8661,6,1,19,98,Park Slope,120,86.67,149,56
8662,7,1,19,98,Park Slope,120,100.0,149,56
8663,8,1,19,98,Park Slope,120,93.55,149,56
8664,9,1,19,98,Park Slope,120,83.33,149,56
8665,10,1,19,98,Park Slope,120,100.0,149,56
8666,11,1,19,98,Park Slope,120,0.0,149,56
8667,12,1,19,98,Park Slope,120,-3.33,149,56
8668,1,1,5,100,Park Slope,120,60.0,130,56
8669,2,1,5,100,Park Slope,120,44.83,79,56
8670,3,1,5,100,Park Slope,120,58.06,130,56
8671,4,1,5,100,Park Slope,120,63.33,130,56
8672,5,1,5,100,Park Slope,120,70.97,120,56
8673,6,1,5,100,Park Slope,120,56.67,141,56
8674,7,1,5,100,Park Slope,120,19.35,140,56
8675,8,1,5,100,Park Slope,120,29.03,110,56
8676,9,1,5,100,Park Slope,120,0.0,122,56
8677,10,1,5,100,Park Slope,120,100.0,130,56
8678,11,1,5,100,Park Slope,120,40.0,145,56
8679,12,1,5,100,Park Slope,120,67.74,145,56
8680,1,1,30,97,Park Slope,120,40.0,95,56
8681,2,1,30,97,Park Slope,120,100.0,200,56
8682,3,1,30,97,Park Slope,120,45.16,175,56
8683,4,1,30,97,Park Slope,120,93.33,200,56
8684,5,1,30,97,Park Slope,120,90.32,200,56
8685,6,1,30,97,Park Slope,120,90.0,200,56
8686,7,1,30,97,Park Slope,120,70.97,200,56
8687,8,1,30,97,Park Slope,120,77.42,200,56
8688,9,1,30,97,Park Slope,120,56.67,200,56
8689,10,1,30,97,Park Slope,120,80.65,200,56
8690,11,1,30,97,Park Slope,120,90.0,200,56
8691,12,1,30,97,Park Slope,120,100.0,200,56
8692,1,1,31,92,Park Slope,120,3.33,99,56
8693,2,1,31,92,Park Slope,120,13.79,117,56
8694,3,1,31,92,Park Slope,120,9.68,142,56
8695,4,1,31,92,Park Slope,120,80.0,169,56
8696,5,1,31,92,Park Slope,120,96.77,169,56
8697,6,1,31,92,Park Slope,120,76.67,169,56
8698,7,1,31,92,Park Slope,120,74.19,169,56
8699,8,1,31,92,Park Slope,120,83.87,169,56
8700,9,1,31,92,Park Slope,120,63.33,169,56
8701,10,1,31,92,Park Slope,120,74.19,169,56
8702,11,1,31,92,Park Slope,120,13.33,149,56
8703,12,1,31,92,Park Slope,120,0.0,170,56
8704,1,1,20,92,Washington Heights,156,3.33,135,69
8705,2,1,20,92,Washington Heights,156,3.45,136,69
8706,3,1,20,92,Washington Heights,156,0.0,139,69
8707,4,1,20,92,Washington Heights,156,96.67,142,69
8708,5,1,20,92,Washington Heights,156,61.29,135,69
8709,6,1,20,92,Washington Heights,156,96.67,135,69
8710,7,1,20,92,Washington Heights,156,96.77,142,69
8711,8,1,20,92,Washington Heights,156,96.77,142,69
8712,9,1,20,92,Washington Heights,156,96.67,142,69
8713,10,1,20,92,Washington Heights,156,87.1,147,69
8714,11,1,20,92,Washington Heights,156,100.0,147,69
8715,12,1,20,92,Washington Heights,156,100.0,147,69
8716,1,1,15,89,Washington Heights,156,40.0,69,69
8717,2,1,15,89,Washington Heights,156,100.0,155,69
8718,3,1,15,89,Washington Heights,156,100.0,155,69
8719,4,1,15,89,Washington Heights,156,66.67,155,69
8720,5,1,15,89,Washington Heights,156,54.84,155,69
8721,6,1,15,89,Washington Heights,156,96.67,145,69
8722,7,1,15,89,Washington Heights,156,67.74,165,69
8723,8,1,15,89,Washington Heights,156,100.0,165,69
8724,9,1,15,89,Washington Heights,156,46.67,125,69
8725,10,1,15,89,Washington Heights,156,100.0,110,69
8726,11,1,15,89,Washington Heights,156,100.0,110,69
8727,12,1,15,89,Washington Heights,156,64.52,110,69
8728,1,1,13,82,Washington Heights,156,23.33,85,69
8729,2,1,13,82,Washington Heights,156,3.45,85,69
8730,3,1,13,82,Washington Heights,156,0.0,85,69
8731,4,1,13,82,Washington Heights,156,6.67,85,69
8732,5,1,13,82,Washington Heights,156,35.48,85,69
8733,6,1,13,82,Washington Heights,156,100.0,85,69
8734,7,1,13,82,Washington Heights,156,100.0,85,69
8735,8,1,13,82,Washington Heights,156,100.0,85,69
8736,10,1,13,82,Washington Heights,156,3.23,85,69
8737,11,1,13,82,Washington Heights,156,0.0,85,69
8738,12,1,13,82,Washington Heights,156,0.0,85,69
8739,1,1,6,97,Washington Heights,156,100.0,100,69
8740,2,1,6,97,Washington Heights,156,65.52,100,69
8741,3,1,6,97,Washington Heights,156,61.29,100,69
8742,4,1,6,97,Washington Heights,156,93.33,110,69
8743,5,1,6,97,Washington Heights,156,100.0,110,69
8744,6,1,6,97,Washington Heights,156,96.67,110,69
8745,7,1,6,97,Washington Heights,156,100.0,110,69
8746,8,1,6,97,Washington Heights,156,96.77,110,69
8747,9,1,6,97,Washington Heights,156,66.67,110,69
8748,10,1,6,97,Washington Heights,156,87.1,110,69
8749,11,1,6,97,Washington Heights,156,16.67,110,69
8750,12,1,6,97,Washington Heights,156,0.0,112,69
8751,1,1,7,94,Washington Heights,156,0.0,92,69
8752,2,1,7,94,Washington Heights,156,3.45,107,69
8753,3,1,7,94,Washington Heights,156,0.0,107,69
8754,4,1,7,94,Washington Heights,156,13.33,89,69
8755,5,1,7,94,Washington Heights,156,96.77,89,69
8756,6,1,7,94,Washington Heights,156,43.33,89,69
8757,7,1,7,94,Washington Heights,156,100.0,89,69
8758,8,1,7,94,Washington Heights,156,100.0,89,69
8759,9,1,7,94,Washington Heights,156,40.0,89,69
8760,10,1,7,94,Washington Heights,156,100.0,89,69
8761,11,1,7,94,Washington Heights,156,0.0,89,69
8762,12,1,7,94,Washington Heights,156,-3.33,89,69
8763,1,1,76,84,Washington Heights,156,29.03,100,69
8764,2,1,76,84,Washington Heights,156,79.31,100,69
8765,3,1,76,84,Washington Heights,156,19.35,100,69
8766,5,1,76,84,Washington Heights,156,77.42,100,69
8767,6,1,76,84,Washington Heights,156,56.67,100,69
8768,7,1,76,84,Washington Heights,156,45.16,100,69
8769,8,1,76,84,Washington Heights,156,41.94,100,69
8770,10,1,76,84,Washington Heights,156,61.29,100,69
8771,11,1,76,84,Washington Heights,156,0.0,100,69
8772,12,1,76,84,Washington Heights,156,23.33,100,69
8773,1,1,46,88,Washington Heights,156,6.67,91,69
8774,2,1,46,88,Washington Heights,156,100.0,65,69
8775,3,1,46,88,Washington Heights,156,100.0,65,69
8776,4,1,46,88,Washington Heights,156,40.0,80,69
8777,6,1,46,88,Washington Heights,156,76.67,130,69
8778,7,1,46,88,Washington Heights,156,12.9,110,69
8779,8,1,46,88,Washington Heights,156,0.0,111,69
8780,9,1,46,88,Washington Heights,156,0.0,108,69
8781,10,1,46,88,Washington Heights,156,93.55,65,69
8782,11,1,46,88,Washington Heights,156,96.67,65,69
8783,12,1,46,88,Washington Heights,156,100.0,65,69
8784,1,1,72,86,Washington Heights,156,35.48,75,69
8785,2,1,72,86,Washington Heights,156,24.14,68,69
8786,3,1,72,86,Washington Heights,156,0.0,119,69
8787,4,1,72,86,Washington Heights,156,93.33,145,69
8788,5,1,72,86,Washington Heights,156,100.0,97,69
8789,6,1,72,86,Washington Heights,156,83.33,145,69
8790,7,1,72,86,Washington Heights,156,54.84,145,69
8791,8,1,72,86,Washington Heights,156,83.87,145,69
8792,9,1,72,86,Washington Heights,156,26.67,145,69
8793,10,1,72,86,Washington Heights,156,58.06,97,69
8794,11,1,72,86,Washington Heights,156,100.0,97,69
8795,12,1,72,86,Washington Heights,156,96.67,97,69
8796,7,1,21,91,Washington Heights,156,96.77,100,69
8797,9,1,21,91,Washington Heights,156,86.67,100,69
8798,10,1,21,91,Washington Heights,156,83.87,100,69
8799,11,1,21,91,Washington Heights,156,16.67,100,69
8800,12,1,21,91,Washington Heights,156,6.67,104,69
8801,1,1,14,97,Washington Heights,156,74.19,120,69
8802,2,1,14,97,Washington Heights,156,86.21,120,69
8803,3,1,14,97,Washington Heights,156,83.87,120,69
8804,4,1,14,97,Washington Heights,156,80.0,112,69
8805,5,1,14,97,Washington Heights,156,54.84,110,69
8806,6,1,14,97,Washington Heights,156,30.0,95,69
8807,7,1,14,97,Washington Heights,156,74.19,110,69
8808,8,1,14,97,Washington Heights,156,38.71,99,69
8809,9,1,14,97,Washington Heights,156,0.0,104,69
8810,10,1,14,97,Washington Heights,156,93.55,99,69
8811,11,1,14,97,Washington Heights,156,86.67,99,69
8812,12,1,14,97,Washington Heights,156,20.0,99,69
8813,1,1,9,82,Washington Heights,156,6.67,120,69
8814,2,1,9,82,Washington Heights,156,10.34,83,69
8815,3,1,9,82,Washington Heights,156,83.87,80,69
8816,4,1,9,82,Washington Heights,156,100.0,81,69
8817,5,1,9,82,Washington Heights,156,12.9,90,69
8818,6,1,9,82,Washington Heights,156,20.0,120,69
8819,7,1,9,82,Washington Heights,156,51.61,120,69
8820,8,1,9,82,Washington Heights,156,0.0,81,69
8821,9,1,9,82,Washington Heights,156,0.0,81,69
8822,10,1,9,82,Washington Heights,156,54.84,120,69
8823,11,1,9,82,Washington Heights,156,0.0,81,69
8824,12,1,9,82,Washington Heights,156,0.0,81,69
8825,1,1,8,98,Washington Heights,156,96.67,70,69
8826,2,1,8,98,Washington Heights,156,31.03,70,69
8827,3,1,8,98,Washington Heights,156,51.61,70,69
8828,4,1,8,98,Washington Heights,156,0.0,72,69
8829,5,1,8,98,Washington Heights,156,96.77,70,69
8830,6,1,8,98,Washington Heights,156,100.0,71,69
8831,7,1,8,98,Washington Heights,156,96.77,80,69
8832,8,1,8,98,Washington Heights,156,12.9,80,69
8833,9,1,8,98,Washington Heights,156,0.0,82,69
8834,10,1,8,98,Washington Heights,156,100.0,71,69
8835,11,1,8,98,Washington Heights,156,53.33,80,69
8836,12,1,8,98,Washington Heights,156,6.45,80,69
8837,1,1,121,98,East Williamsburg,24,50.0,52,27
8838,2,1,121,98,East Williamsburg,24,79.31,150,27
8839,3,1,121,98,East Williamsburg,24,48.39,140,27
8840,4,1,121,98,East Williamsburg,24,90.0,150,27
8841,5,1,121,98,East Williamsburg,24,100.0,150,27
8842,6,1,121,98,East Williamsburg,24,93.33,150,27
8843,7,1,121,98,East Williamsburg,24,87.1,150,27
8844,8,1,121,98,East Williamsburg,24,70.97,150,27
8845,9,1,121,98,East Williamsburg,24,70.0,150,27
8846,10,1,121,98,East Williamsburg,24,96.77,150,27
8847,11,1,121,98,East Williamsburg,24,33.33,140,27
8848,12,1,121,98,East Williamsburg,24,41.94,150,27
8849,1,1,30,93,East Williamsburg,24,25.81,185,27
8850,2,1,30,93,East Williamsburg,24,31.03,77,27
8851,3,1,30,93,East Williamsburg,24,54.84,195,27
8852,4,1,30,93,East Williamsburg,24,66.67,195,27
8853,5,1,30,93,East Williamsburg,24,87.1,175,27
8854,6,1,30,93,East Williamsburg,24,73.33,175,27
8855,7,1,30,93,East Williamsburg,24,64.52,185,27
8856,8,1,30,93,East Williamsburg,24,64.52,185,27
8857,9,1,30,93,East Williamsburg,24,20.0,175,27
8858,10,1,30,93,East Williamsburg,24,96.77,160,27
8859,11,1,30,93,East Williamsburg,24,50.0,68,27
8860,12,1,30,93,East Williamsburg,24,36.67,160,27
8861,1,1,47,92,Bushwick,132,66.67,120,10
8862,2,1,47,92,Bushwick,132,27.59,120,10
8863,3,1,47,92,Bushwick,132,80.65,120,10
8864,4,1,47,92,Bushwick,132,100.0,120,10
8865,5,1,47,92,Bushwick,132,96.77,120,10
8866,6,1,47,92,Bushwick,132,100.0,120,10
8867,7,1,47,92,Bushwick,132,100.0,120,10
8868,8,1,47,92,Bushwick,132,87.1,120,10
8869,9,1,47,92,Bushwick,132,30.0,120,10
8870,10,1,47,92,Bushwick,132,9.68,120,10
8871,11,1,47,92,Bushwick,132,36.67,120,10
8872,12,1,47,92,Bushwick,132,61.29,120,10
8873,1,1,38,87,Bushwick,132,83.33,115,10
8874,2,1,38,87,Bushwick,132,96.55,175,10
8875,3,1,38,87,Bushwick,132,67.74,175,10
8876,4,1,38,87,Bushwick,132,0.0,115,10
8877,5,1,38,87,Bushwick,132,93.55,95,10
8878,6,1,38,87,Bushwick,132,93.33,125,10
8879,7,1,38,87,Bushwick,132,87.1,102,10
8880,8,1,38,87,Bushwick,132,80.65,102,10
8881,9,1,38,87,Bushwick,132,56.67,102,10
8882,10,1,38,87,Bushwick,132,87.1,96,10
8883,11,1,38,87,Bushwick,132,36.67,90,10
8884,12,1,38,87,Bushwick,132,3.23,109,10
8885,1,1,147,87,Bushwick,132,73.33,65,10
8886,2,1,147,87,Bushwick,132,58.62,150,10
8887,3,1,147,87,Bushwick,132,70.97,150,10
8888,4,1,147,87,Bushwick,132,93.33,150,10
8889,5,1,147,87,Bushwick,132,58.06,150,10
8890,6,1,147,87,Bushwick,132,73.33,150,10
8891,7,1,147,87,Bushwick,132,87.1,150,10
8892,8,1,147,87,Bushwick,132,25.81,95,10
8893,9,1,147,87,Bushwick,132,0.0,150,10
8894,10,1,147,87,Bushwick,132,70.97,95,10
8895,11,1,147,87,Bushwick,132,3.33,105,10
8896,12,1,147,87,Bushwick,132,38.71,75,10
8897,1,1,20,91,Bushwick,132,3.33,82,10
8898,2,1,20,91,Bushwick,132,89.66,80,10
8899,3,1,20,91,Bushwick,132,29.03,80,10
8900,4,1,20,91,Bushwick,132,10.0,79,10
8901,5,1,20,91,Bushwick,132,96.77,82,10
8902,6,1,20,91,Bushwick,132,60.0,82,10
8903,7,1,20,91,Bushwick,132,100.0,82,10
8904,8,1,20,91,Bushwick,132,100.0,82,10
8905,9,1,20,91,Bushwick,132,96.67,82,10
8906,10,1,20,91,Bushwick,132,100.0,82,10
8907,11,1,20,91,Bushwick,132,100.0,82,10
8908,12,1,20,91,Bushwick,132,96.77,82,10
8909,1,1,91,84,Bushwick,132,26.67,80,10
8910,2,1,91,84,Bushwick,132,34.48,150,10
8911,3,1,91,84,Bushwick,132,100.0,150,10
8912,4,1,91,84,Bushwick,132,60.0,132,10
8913,5,1,91,84,Bushwick,132,96.77,100,10
8914,6,1,91,84,Bushwick,132,73.33,135,10
8915,7,1,91,84,Bushwick,132,80.65,137,10
8916,8,1,91,84,Bushwick,132,38.71,130,10
8917,9,1,91,84,Bushwick,132,3.33,130,10
8918,10,1,91,84,Bushwick,132,70.97,130,10
8919,11,1,91,84,Bushwick,132,0.0,130,10
8920,12,1,91,84,Bushwick,132,0.0,131,10
8921,1,1,31,96,Bushwick,132,6.45,149,10
8922,2,1,31,96,Bushwick,132,3.45,139,10
8923,3,1,31,96,Bushwick,132,0.0,176,10
8924,4,1,31,96,Bushwick,132,33.33,174,10
8925,5,1,31,96,Bushwick,132,41.94,149,10
8926,6,1,31,96,Bushwick,132,100.0,199,10
8927,7,1,31,96,Bushwick,132,35.48,99,10
8928,8,1,31,96,Bushwick,132,83.87,199,10
8929,9,1,31,96,Bushwick,132,0.0,174,10
8930,10,1,31,96,Bushwick,132,77.42,149,10
8931,11,1,31,96,Bushwick,132,3.33,149,10
8932,12,1,31,96,Bushwick,132,-3.33,164,10
8933,1,1,81,95,Bushwick,132,10.0,110,10
8934,2,1,81,95,Bushwick,132,3.45,93,10
8935,3,1,81,95,Bushwick,132,0.0,100,10
8936,5,1,81,95,Bushwick,132,70.97,100,10
8937,6,1,81,95,Bushwick,132,70.0,110,10
8938,7,1,81,95,Bushwick,132,58.06,110,10
8939,8,1,81,95,Bushwick,132,12.9,110,10
8940,9,1,81,95,Bushwick,132,53.33,110,10
8941,10,1,81,95,Bushwick,132,74.19,110,10
8942,11,1,81,95,Bushwick,132,26.67,110,10
8943,12,1,81,95,Bushwick,132,25.81,110,10
8944,1,1,31,95,Bushwick,132,3.33,120,10
8945,2,1,31,95,Bushwick,132,6.9,100,10
8946,3,1,31,95,Bushwick,132,0.0,100,10
8947,4,1,31,95,Bushwick,132,80.0,100,10
8948,5,1,31,95,Bushwick,132,100.0,100,10
8949,6,1,31,95,Bushwick,132,90.0,100,10
8950,7,1,31,95,Bushwick,132,93.55,100,10
8951,8,1,31,95,Bushwick,132,90.32,100,10
8952,9,1,31,95,Bushwick,132,63.33,100,10
8953,10,1,31,95,Bushwick,132,96.77,100,10
8954,11,1,31,95,Bushwick,132,86.67,100,10
8955,12,1,31,95,Bushwick,132,96.77,100,10
8956,1,1,18,98,Bushwick,132,100.0,190,10
8957,2,1,18,98,Bushwick,132,3.45,190,10
8958,3,1,18,98,Bushwick,132,51.61,190,10
8959,4,1,18,98,Bushwick,132,100.0,190,10
8960,5,1,18,98,Bushwick,132,100.0,190,10
8961,6,1,18,98,Bushwick,132,43.33,150,10
8962,7,1,18,98,Bushwick,132,83.87,190,10
8963,8,1,18,98,Bushwick,132,83.87,190,10
8964,9,1,18,98,Bushwick,132,100.0,190,10
8965,10,1,18,98,Bushwick,132,87.1,200,10
8966,11,1,18,98,Bushwick,132,70.0,200,10
8967,12,1,18,98,Bushwick,132,74.19,200,10
8968,1,1,19,98,Bushwick,132,6.67,155,10
8969,2,1,19,98,Bushwick,132,10.34,155,10
8970,3,1,19,98,Bushwick,132,0.0,145,10
8971,4,1,19,98,Bushwick,132,100.0,149,10
8972,5,1,19,98,Bushwick,132,74.19,149,10
8973,6,1,19,98,Bushwick,132,100.0,149,10
8974,7,1,19,98,Bushwick,132,29.03,165,10
8975,8,1,19,98,Bushwick,132,45.16,129,10
8976,9,1,19,98,Bushwick,132,73.33,165,10
8977,10,1,19,98,Bushwick,132,87.1,165,10
8978,11,1,19,98,Bushwick,132,6.67,165,10
8979,12,1,19,98,Bushwick,132,19.35,165,10
8980,1,1,22,97,Bushwick,132,6.67,100,10
8981,2,1,22,97,Bushwick,132,24.14,100,10
8982,3,1,22,97,Bushwick,132,25.81,100,10
8983,4,1,22,97,Bushwick,132,70.0,125,10
8984,5,1,22,97,Bushwick,132,93.55,125,10
8985,6,1,22,97,Bushwick,132,80.0,125,10
8986,7,1,22,97,Bushwick,132,35.48,125,10
8987,8,1,22,97,Bushwick,132,0.0,131,10
8988,9,1,22,97,Bushwick,132,53.33,125,10
8989,10,1,22,97,Bushwick,132,90.32,100,10
8990,11,1,22,97,Bushwick,132,30.0,100,10
8991,12,1,22,97,Bushwick,132,22.58,100,10
8992,1,1,62,94,Hudson Square,72,56.67,149,40
8993,2,1,62,94,Hudson Square,72,37.93,99,40
8994,3,1,62,94,Hudson Square,72,54.84,239,40
8995,4,1,62,94,Hudson Square,72,43.33,114,40
8996,5,1,62,94,Hudson Square,72,67.74,239,40
8997,6,1,62,94,Hudson Square,72,100.0,209,40
8998,7,1,62,94,Hudson Square,72,70.97,209,40
8999,8,1,62,94,Hudson Square,72,38.71,169,40
9000,9,1,62,94,Hudson Square,72,0.0,209,40
9001,10,1,62,94,Hudson Square,72,93.55,209,40
9002,11,1,62,94,Hudson Square,72,16.67,199,40
9003,12,1,62,94,Hudson Square,72,0.0,209,40
9004,1,1,95,97,Hudson Square,72,53.33,240,40
9005,2,1,95,97,Hudson Square,72,79.31,240,40
9006,3,1,95,97,Hudson Square,72,22.58,210,40
9007,4,1,95,97,Hudson Square,72,96.67,240,40
9008,5,1,95,97,Hudson Square,72,96.77,237,40
9009,6,1,95,97,Hudson Square,72,100.0,240,40
9010,7,1,95,97,Hudson Square,72,100.0,240,40
9011,8,1,95,97,Hudson Square,72,87.1,240,40
9012,9,1,95,97,Hudson Square,72,53.33,240,40
9013,10,1,95,97,Hudson Square,72,96.77,250,40
9014,11,1,95,97,Hudson Square,72,20.0,235,40
9015,12,1,95,97,Hudson Square,72,19.35,240,40
9016,1,1,21,94,Hudson Square,72,58.06,170,40
9017,6,1,21,94,Hudson Square,72,16.67,300,40
9018,7,1,21,94,Hudson Square,72,61.29,190,40
9019,8,1,21,94,Hudson Square,72,38.71,190,40
9020,9,1,21,94,Hudson Square,72,83.33,190,40
9021,1,1,9,100,Hudson Square,72,100.0,108,40
9022,2,1,9,100,Hudson Square,72,3.45,91,40
9023,3,1,9,100,Hudson Square,72,19.35,100,40
9024,4,1,9,100,Hudson Square,72,33.33,108,40
9025,5,1,9,100,Hudson Square,72,45.16,108,40
9026,6,1,9,100,Hudson Square,72,90.0,300,40
9027,7,1,9,100,Hudson Square,72,61.29,300,40
9028,8,1,9,100,Hudson Square,72,87.1,300,40
9029,9,1,9,100,Hudson Square,72,26.67,207,40
9030,10,1,9,100,Hudson Square,72,6.45,300,40
9031,11,1,9,100,Hudson Square,72,0.0,300,40
9032,12,1,9,100,Hudson Square,72,0.0,300,40
9033,1,1,19,96,Hudson Square,72,6.45,350,40
9034,2,1,19,96,Hudson Square,72,3.45,350,40
9035,4,1,19,96,Hudson Square,72,86.67,350,40
9036,5,1,19,96,Hudson Square,72,67.74,350,40
