,month,bedrooms,number_of_reviews,review_scores_rating,neighborhood,num_comp,occ%,avg_price,neighborhood2
13533,7,1,31,87,Soho,300,22.58,269,61
13534,8,1,31,87,Soho,300,0.0,312,61
13535,9,1,31,87,Soho,300,0.0,349,61
13536,10,1,31,87,Soho,300,83.87,269,61
13537,11,1,31,87,Soho,300,30.0,269,61
13538,12,1,31,87,Soho,300,41.94,269,61
13539,1,1,7,94,Soho,300,30.0,290,61
13540,2,1,7,94,Soho,300,0.0,290,61
13541,3,1,7,94,Soho,300,0.0,290,61
13542,4,1,7,94,Soho,300,16.67,240,61
13543,5,1,7,94,Soho,300,77.42,290,61
13544,6,1,7,94,Soho,300,13.33,290,61
13545,7,1,7,94,Soho,300,29.03,290,61
13546,8,1,7,94,Soho,300,0.0,265,61
13547,9,1,7,94,Soho,300,0.0,265,61
13548,10,1,7,94,Soho,300,100.0,265,61
13549,11,1,7,94,Soho,300,100.0,265,61
13550,12,1,7,94,Soho,300,100.0,265,61
13551,2,1,17,94,Soho,300,27.59,159,61
13552,3,1,17,94,Soho,300,0.0,192,61
13553,9,1,17,94,Soho,300,40.0,299,61
13554,1,1,49,90,Soho,300,58.06,200,61
13555,2,1,49,90,Soho,300,58.62,200,61
13556,3,1,49,90,Soho,300,32.26,200,61
13557,4,1,49,90,Soho,300,86.67,200,61
13558,5,1,49,90,Soho,300,90.32,200,61
13559,6,1,49,90,Soho,300,83.33,249,61
13560,7,1,49,90,Soho,300,80.65,249,61
13561,8,1,49,90,Soho,300,19.35,249,61
13562,9,1,49,90,Soho,300,53.33,249,61
13563,10,1,49,90,Soho,300,100.0,200,61
13564,11,1,49,90,Soho,300,100.0,200,61
13565,12,1,49,90,Soho,300,100.0,200,61
13566,1,1,57,93,Soho,300,74.19,300,61
13567,8,1,57,93,Soho,300,16.13,325,61
13568,11,1,57,93,Soho,300,26.67,295,61
13569,12,1,57,93,Soho,300,10.0,325,61
13570,8,1,34,94,Soho,300,0.0,325,61
13571,1,1,32,81,Soho,300,56.67,225,61
13572,2,1,32,81,Soho,300,48.28,149,61
13573,3,1,32,81,Soho,300,0.0,199,61
13574,4,1,32,81,Soho,300,96.67,199,61
13575,5,1,32,81,Soho,300,77.42,199,61
13576,6,1,32,81,Soho,300,73.33,199,61
13577,7,1,32,81,Soho,300,48.39,199,61
13578,8,1,32,81,Soho,300,38.71,199,61
13579,9,1,32,81,Soho,300,56.67,199,61
13580,10,1,32,81,Soho,300,96.77,199,61
13581,11,1,32,81,Soho,300,80.0,199,61
13582,12,1,32,81,Soho,300,19.35,199,61
13583,1,1,18,96,Soho,300,30.0,200,61
13584,4,1,18,96,Soho,300,73.33,100,61
13585,6,1,18,96,Soho,300,90.0,200,61
13586,7,1,18,96,Soho,300,80.65,200,61
13587,8,1,18,96,Soho,300,22.58,200,61
13588,1,1,18,92,Soho,300,30.0,150,61
13589,11,1,18,92,Soho,300,83.33,160,61
13590,12,1,18,92,Soho,300,22.58,160,61
13591,1,1,29,95,Soho,300,100.0,215,61
13592,2,1,29,95,Soho,300,72.41,217,61
13593,3,1,29,95,Soho,300,0.0,188,61
13594,4,1,29,95,Soho,300,53.33,135,61
13595,5,1,29,95,Soho,300,100.0,225,61
13596,6,1,29,95,Soho,300,70.0,225,61
13597,7,1,29,95,Soho,300,51.61,97,61
13598,8,1,29,95,Soho,300,48.39,169,61
13599,9,1,29,95,Soho,300,100.0,215,61
13600,10,1,29,95,Soho,300,100.0,215,61
13601,11,1,29,95,Soho,300,100.0,215,61
13602,12,1,29,95,Soho,300,100.0,215,61
13603,1,1,38,83,Soho,300,60.0,165,61
13604,2,1,38,83,Soho,300,44.83,155,61
13605,3,1,38,83,Soho,300,74.19,165,61
13606,4,1,38,83,Soho,300,96.67,265,61
13607,5,1,38,83,Soho,300,90.32,265,61
13608,6,1,38,83,Soho,300,90.0,225,61
13609,7,1,38,83,Soho,300,83.87,225,61
13610,8,1,38,83,Soho,300,51.61,225,61
13611,9,1,38,83,Soho,300,100.0,225,61
13612,10,1,38,83,Soho,300,90.32,189,61
13613,11,1,38,83,Soho,300,83.33,189,61
13614,12,1,38,83,Soho,300,67.74,189,61
13615,1,1,26,95,Soho,300,20.0,195,61
13616,2,1,26,95,Soho,300,51.72,103,61
13617,3,1,26,95,Soho,300,51.61,206,61
13618,4,1,26,95,Soho,300,96.67,210,61
13619,5,1,26,95,Soho,300,77.42,210,61
13620,6,1,26,95,Soho,300,90.0,205,61
13621,7,1,26,95,Soho,300,83.87,215,61
13622,8,1,26,95,Soho,300,83.87,215,61
13623,9,1,26,95,Soho,300,93.33,215,61
13624,10,1,26,95,Soho,300,90.32,226,61
13625,11,1,26,95,Soho,300,30.0,226,61
13626,12,1,26,95,Soho,300,100.0,210,61
13627,1,1,47,88,Soho,300,41.94,134,61
13628,2,1,47,88,Soho,300,75.86,250,61
13629,3,1,47,88,Soho,300,54.84,250,61
13630,4,1,47,88,Soho,300,93.33,250,61
13631,5,1,47,88,Soho,300,90.32,250,61
13632,6,1,47,88,Soho,300,100.0,250,61
13633,7,1,47,88,Soho,300,100.0,250,61
13634,8,1,47,88,Soho,300,64.52,250,61
13635,9,1,47,88,Soho,300,90.0,250,61
13636,10,1,47,88,Soho,300,87.1,184,61
13637,11,1,47,88,Soho,300,70.0,184,61
13638,12,1,47,88,Soho,300,93.33,184,61
13639,1,1,11,100,Soho,300,40.0,160,61
13640,2,1,11,100,Soho,300,51.72,66,61
13641,4,1,11,100,Soho,300,93.33,180,61
13642,5,1,11,100,Soho,300,67.74,250,61
13643,6,1,11,100,Soho,300,93.33,250,61
13644,7,1,11,100,Soho,300,38.71,250,61
13645,8,1,11,100,Soho,300,100.0,58,61
13646,9,1,11,100,Soho,300,100.0,58,61
13647,10,1,11,100,Soho,300,70.97,58,61
13648,11,1,11,100,Soho,300,83.33,58,61
13649,12,1,11,100,Soho,300,67.74,58,61
13650,1,1,31,90,Soho,300,9.68,125,61
13651,2,1,31,90,Soho,300,10.34,118,61
13652,3,1,31,90,Soho,300,0.0,150,61
13653,4,1,31,90,Soho,300,30.0,175,61
13654,5,1,31,90,Soho,300,83.87,150,61
13655,6,1,31,90,Soho,300,46.67,150,61
13656,7,1,31,90,Soho,300,41.94,115,61
13657,8,1,31,90,Soho,300,35.48,124,61
13658,9,1,31,90,Soho,300,63.33,150,61
13659,10,1,31,90,Soho,300,83.87,175,61
13660,11,1,31,90,Soho,300,13.33,175,61
13661,12,1,31,90,Soho,300,-3.33,221,61
13662,1,1,49,92,Williamsburg,96,22.58,120,71
13663,2,1,49,92,Williamsburg,96,3.45,120,71
13664,3,1,49,92,Williamsburg,96,35.48,120,71
13665,4,1,49,92,Williamsburg,96,76.67,120,71
13666,5,1,49,92,Williamsburg,96,70.97,120,71
13667,6,1,49,92,Williamsburg,96,96.67,120,71
13668,7,1,49,92,Williamsburg,96,87.1,120,71
13669,8,1,49,92,Williamsburg,96,83.87,120,71
13670,9,1,49,92,Williamsburg,96,80.0,120,71
13671,10,1,49,92,Williamsburg,96,83.87,120,71
13672,11,1,49,92,Williamsburg,96,100.0,120,71
13673,12,1,49,92,Williamsburg,96,100.0,120,71
13674,1,1,24,94,Williamsburg,96,0.0,185,71
13675,2,1,24,94,Williamsburg,96,20.69,185,71
13676,3,1,24,94,Williamsburg,96,3.23,185,71
13677,4,1,24,94,Williamsburg,96,6.67,185,71
13678,5,1,24,94,Williamsburg,96,70.97,185,71
13679,6,1,24,94,Williamsburg,96,60.0,160,71
13680,7,1,24,94,Williamsburg,96,51.61,83,71
13681,8,1,24,94,Williamsburg,96,51.61,160,71
13682,9,1,24,94,Williamsburg,96,70.0,160,71
13683,10,1,24,94,Williamsburg,96,0.0,150,71
13684,11,1,24,94,Williamsburg,96,0.0,150,71
13685,12,1,24,94,Williamsburg,96,-3.33,150,71
13686,1,1,43,95,Williamsburg,96,0.0,200,71
13687,2,1,43,95,Williamsburg,96,3.45,200,71
13688,3,1,43,95,Williamsburg,96,0.0,200,71
13689,4,1,43,95,Williamsburg,96,36.67,200,71
13690,5,1,43,95,Williamsburg,96,80.65,200,71
13691,6,1,43,95,Williamsburg,96,70.0,200,71
13692,7,1,43,95,Williamsburg,96,70.97,200,71
13693,8,1,43,95,Williamsburg,96,12.9,200,71
13694,9,1,43,95,Williamsburg,96,0.0,200,71
13695,10,1,43,95,Williamsburg,96,58.06,200,71
13696,11,1,43,95,Williamsburg,96,16.67,200,71
13697,12,1,43,95,Williamsburg,96,-3.33,200,71
13698,1,1,13,97,Williamsburg,96,53.33,148,71
13699,2,1,13,97,Williamsburg,96,6.9,150,71
13700,3,1,13,97,Williamsburg,96,0.0,144,71
13701,4,1,13,97,Williamsburg,96,33.33,150,71
13702,5,1,13,97,Williamsburg,96,74.19,200,71
13703,6,1,13,97,Williamsburg,96,86.67,170,71
13704,7,1,13,97,Williamsburg,96,45.16,140,71
13705,8,1,13,97,Williamsburg,96,0.0,170,71
13706,9,1,13,97,Williamsburg,96,0.0,144,71
13707,10,1,13,97,Williamsburg,96,67.74,140,71
13708,11,1,13,97,Williamsburg,96,53.33,140,71
13709,12,1,13,97,Williamsburg,96,41.94,140,71
13710,1,1,79,92,Greenwich Village,72,43.33,200,37
13711,8,1,79,92,Greenwich Village,72,38.71,243,37
13712,9,1,79,92,Greenwich Village,72,43.33,297,37
13713,11,1,79,92,Greenwich Village,72,50.0,124,37
13714,12,1,79,92,Greenwich Village,72,35.48,225,37
13715,1,1,64,93,Greenwich Village,72,0.0,245,37
13716,2,1,64,93,Greenwich Village,72,3.45,184,37
13717,3,1,64,93,Greenwich Village,72,0.0,245,37
13718,4,1,64,93,Greenwich Village,72,66.67,295,37
13719,5,1,64,93,Greenwich Village,72,64.52,295,37
13720,6,1,64,93,Greenwich Village,72,73.33,295,37
13721,7,1,64,93,Greenwich Village,72,83.87,295,37
13722,8,1,64,93,Greenwich Village,72,38.71,295,37
13723,9,1,64,93,Greenwich Village,72,56.67,295,37
13724,10,1,64,93,Greenwich Village,72,87.1,325,37
13725,11,1,64,93,Greenwich Village,72,56.67,325,37
13726,12,1,64,93,Greenwich Village,72,13.33,325,37
13727,1,1,106,87,Greenwich Village,72,0.0,177,37
13728,2,1,106,87,Greenwich Village,72,51.72,64,37
13729,3,1,106,87,Greenwich Village,72,32.26,127,37
13730,4,1,106,87,Greenwich Village,72,80.0,167,37
13731,5,1,106,87,Greenwich Village,72,61.29,147,37
13732,6,1,106,87,Greenwich Village,72,76.67,167,37
13733,7,1,106,87,Greenwich Village,72,3.23,167,37
13734,8,1,106,87,Greenwich Village,72,25.81,167,37
13735,9,1,106,87,Greenwich Village,72,46.67,167,37
13736,10,1,106,87,Greenwich Village,72,83.87,167,37
13737,11,1,106,87,Greenwich Village,72,26.67,167,37
13738,12,1,106,87,Greenwich Village,72,25.81,167,37
13739,1,1,34,96,Greenwich Village,72,43.33,199,37
13740,2,1,34,96,Greenwich Village,72,34.48,199,37
13741,3,1,34,96,Greenwich Village,72,0.0,251,37
13742,4,1,34,96,Greenwich Village,72,100.0,214,37
13743,5,1,34,96,Greenwich Village,72,77.42,214,37
13744,6,1,34,96,Greenwich Village,72,83.33,214,37
13745,7,1,34,96,Greenwich Village,72,32.26,199,37
13746,8,1,34,96,Greenwich Village,72,80.65,214,37
13747,9,1,34,96,Greenwich Village,72,100.0,214,37
13748,10,1,34,96,Greenwich Village,72,96.77,214,37
13749,11,1,34,96,Greenwich Village,72,76.67,214,37
13750,12,1,34,96,Greenwich Village,72,100.0,214,37
13751,1,1,16,93,Greenwich Village,72,100.0,225,37
13752,2,1,16,93,Greenwich Village,72,100.0,100,37
13753,3,1,16,93,Greenwich Village,72,100.0,100,37
13754,4,1,16,93,Greenwich Village,72,100.0,100,37
13755,5,1,16,93,Greenwich Village,72,87.1,200,37
13756,6,1,16,93,Greenwich Village,72,63.33,200,37
13757,7,1,16,93,Greenwich Village,72,3.23,100,37
13758,8,1,16,93,Greenwich Village,72,80.65,200,37
13759,9,1,16,93,Greenwich Village,72,100.0,100,37
13760,10,1,16,93,Greenwich Village,72,96.77,200,37
13761,11,1,16,93,Greenwich Village,72,63.33,200,37
13762,12,1,16,93,Greenwich Village,72,-3.33,100,37
13763,1,1,14,94,Greenwich Village,72,66.67,225,37
13764,2,1,14,94,Greenwich Village,72,62.07,225,37
13765,3,1,14,94,Greenwich Village,72,0.0,225,37
13766,4,1,14,94,Greenwich Village,72,83.33,225,37
13767,5,1,14,94,Greenwich Village,72,96.77,225,37
13768,6,1,14,94,Greenwich Village,72,60.0,225,37
13769,7,1,14,94,Greenwich Village,72,64.52,112,37
13770,8,1,14,94,Greenwich Village,72,64.52,112,37
13771,9,1,14,94,Greenwich Village,72,56.67,112,37
13772,10,1,14,94,Greenwich Village,72,100.0,112,37
13773,11,1,14,94,Greenwich Village,72,90.0,112,37
13774,12,1,14,94,Greenwich Village,72,93.55,112,37
13775,1,1,16,96,Bensonhurst,24,90.0,110,4
13776,2,1,16,96,Bensonhurst,24,100.0,110,4
13777,3,1,16,96,Bensonhurst,24,100.0,110,4
13778,4,1,16,96,Bensonhurst,24,26.67,110,4
13779,5,1,16,96,Bensonhurst,24,93.55,110,4
13780,6,1,16,96,Bensonhurst,24,13.33,70,4
13781,7,1,16,96,Bensonhurst,24,100.0,110,4
13782,8,1,16,96,Bensonhurst,24,32.26,110,4
13783,9,1,16,96,Bensonhurst,24,100.0,110,4
13784,10,1,16,96,Bensonhurst,24,100.0,110,4
13785,11,1,16,96,Bensonhurst,24,100.0,110,4
13786,12,1,16,96,Bensonhurst,24,83.87,110,4
13787,1,1,7,94,Bensonhurst,24,25.81,61,4
13788,2,1,7,94,Bensonhurst,24,96.55,69,4
13789,3,1,7,94,Bensonhurst,24,0.0,67,4
13790,4,1,7,94,Bensonhurst,24,100.0,68,4
13791,5,1,7,94,Bensonhurst,24,48.39,99,4
13792,6,1,7,94,Bensonhurst,24,46.67,99,4
13793,7,1,7,94,Bensonhurst,24,9.68,99,4
13794,8,1,7,94,Bensonhurst,24,0.0,103,4
13795,9,1,7,94,Bensonhurst,24,3.33,100,4
13796,10,1,7,94,Bensonhurst,24,83.87,66,4
13797,11,1,7,94,Bensonhurst,24,53.33,66,4
13798,12,1,7,94,Bensonhurst,24,3.33,66,4
13799,1,1,98,94,Murray Hill,132,76.67,240,52
13800,2,1,98,94,Murray Hill,132,96.55,265,52
13801,3,1,98,94,Murray Hill,132,35.48,240,52
13802,4,1,98,94,Murray Hill,132,93.33,265,52
13803,5,1,98,94,Murray Hill,132,93.55,300,52
13804,6,1,98,94,Murray Hill,132,76.67,259,52
13805,7,1,98,94,Murray Hill,132,64.52,300,52
13806,8,1,98,94,Murray Hill,132,61.29,300,52
13807,9,1,98,94,Murray Hill,132,46.67,300,52
13808,10,1,98,94,Murray Hill,132,93.55,199,52
13809,11,1,98,94,Murray Hill,132,33.33,195,52
13810,12,1,98,94,Murray Hill,132,93.55,199,52
13811,1,1,9,98,Murray Hill,132,13.33,300,52
13812,2,1,9,98,Murray Hill,132,6.9,300,52
13813,3,1,9,98,Murray Hill,132,0.0,300,52
13814,4,1,9,98,Murray Hill,132,46.67,250,52
13815,5,1,9,98,Murray Hill,132,29.03,250,52
13816,6,1,9,98,Murray Hill,132,46.67,250,52
13817,7,1,9,98,Murray Hill,132,32.26,250,52
13818,8,1,9,98,Murray Hill,132,25.81,250,52
13819,9,1,9,98,Murray Hill,132,20.0,250,52
13820,10,1,9,98,Murray Hill,132,51.61,225,52
13821,11,1,9,98,Murray Hill,132,46.67,200,52
13822,12,1,9,98,Murray Hill,132,38.71,225,52
13823,6,1,15,97,Murray Hill,132,43.33,144,52
13824,8,1,15,97,Murray Hill,132,77.42,149,52
13825,9,1,15,97,Murray Hill,132,3.33,149,52
13826,11,1,15,97,Murray Hill,132,36.67,199,52
13827,12,1,15,97,Murray Hill,132,6.45,199,52
13828,1,1,52,86,Murray Hill,132,0.0,175,52
13829,2,1,52,86,Murray Hill,132,20.69,132,52
13830,3,1,52,86,Murray Hill,132,45.16,133,52
13831,4,1,52,86,Murray Hill,132,86.67,245,52
13832,5,1,52,86,Murray Hill,132,83.87,240,52
13833,6,1,52,86,Murray Hill,132,76.67,240,52
13834,7,1,52,86,Murray Hill,132,74.19,240,52
13835,8,1,52,86,Murray Hill,132,74.19,240,52
13836,9,1,52,86,Murray Hill,132,83.33,240,52
13837,10,1,52,86,Murray Hill,132,90.32,240,52
13838,11,1,52,86,Murray Hill,132,80.0,240,52
13839,12,1,52,86,Murray Hill,132,100.0,240,52
13840,1,1,5,80,Murray Hill,132,13.33,140,52
13841,2,1,5,80,Murray Hill,132,3.45,157,52
13842,3,1,5,80,Murray Hill,132,0.0,155,52
13843,4,1,5,80,Murray Hill,132,53.33,82,52
13844,5,1,5,80,Murray Hill,132,35.48,185,52
13845,6,1,5,80,Murray Hill,132,46.67,185,52
13846,7,1,5,80,Murray Hill,132,12.9,185,52
13847,8,1,5,80,Murray Hill,132,0.0,189,52
13848,9,1,5,80,Murray Hill,132,0.0,190,52
13849,10,1,5,80,Murray Hill,132,87.1,156,52
13850,11,1,5,80,Murray Hill,132,96.67,156,52
13851,12,1,5,80,Murray Hill,132,67.74,156,52
13852,1,1,11,85,Murray Hill,132,23.33,124,52
13853,2,1,11,85,Murray Hill,132,3.45,80,52
13854,3,1,11,85,Murray Hill,132,0.0,109,52
13855,4,1,11,85,Murray Hill,132,30.0,128,52
13856,5,1,11,85,Murray Hill,132,61.29,175,52
13857,6,1,11,85,Murray Hill,132,70.0,175,52
13858,7,1,11,85,Murray Hill,132,45.16,138,52
13859,8,1,11,85,Murray Hill,132,0.0,170,52
13860,9,1,11,85,Murray Hill,132,0.0,175,52
13861,10,1,11,85,Murray Hill,132,67.74,175,52
13862,11,1,11,85,Murray Hill,132,0.0,175,52
13863,12,1,11,85,Murray Hill,132,0.0,154,52
13864,1,1,46,91,Murray Hill,132,73.33,200,52
13865,2,1,46,91,Murray Hill,132,27.59,120,52
13866,3,1,46,91,Murray Hill,132,87.1,200,52
13867,4,1,46,91,Murray Hill,132,86.67,200,52
13868,5,1,46,91,Murray Hill,132,96.77,200,52
13869,6,1,46,91,Murray Hill,132,93.33,200,52
13870,7,1,46,91,Murray Hill,132,77.42,200,52
13871,8,1,46,91,Murray Hill,132,74.19,200,52
13872,9,1,46,91,Murray Hill,132,86.67,200,52
13873,10,1,46,91,Murray Hill,132,93.55,250,52
13874,11,1,46,91,Murray Hill,132,26.67,198,52
13875,12,1,46,91,Murray Hill,132,9.68,217,52
13876,1,1,10,96,Murray Hill,132,93.33,250,52
13877,2,1,10,96,Murray Hill,132,96.55,190,52
13878,3,1,10,96,Murray Hill,132,100.0,190,52
13879,4,1,10,96,Murray Hill,132,70.0,230,52
13880,5,1,10,96,Murray Hill,132,64.52,230,52
13881,6,1,10,96,Murray Hill,132,56.67,230,52
13882,7,1,10,96,Murray Hill,132,38.71,190,52
13883,8,1,10,96,Murray Hill,132,0.0,190,52
13884,9,1,10,96,Murray Hill,132,90.0,230,52
13885,10,1,10,96,Murray Hill,132,87.1,190,52
13886,11,1,10,96,Murray Hill,132,100.0,190,52
13887,12,1,10,96,Murray Hill,132,100.0,190,52
13888,1,1,18,91,Murray Hill,132,20.0,300,52
13889,2,1,18,91,Murray Hill,132,3.45,230,52
13890,3,1,18,91,Murray Hill,132,0.0,249,52
13891,4,1,18,91,Murray Hill,132,40.0,185,52
13892,5,1,18,91,Murray Hill,132,25.81,249,52
13893,6,1,18,91,Murray Hill,132,76.67,249,52
13894,7,1,18,91,Murray Hill,132,9.68,225,52
13895,8,1,18,91,Murray Hill,132,0.0,249,52
13896,9,1,18,91,Murray Hill,132,0.0,249,52
13897,10,1,18,91,Murray Hill,132,100.0,249,52
13898,11,1,18,91,Murray Hill,132,100.0,249,52
13899,12,1,18,91,Murray Hill,132,100.0,249,52
13900,1,1,35,100,Murray Hill,132,19.35,199,52
13901,2,1,35,100,Murray Hill,132,3.45,100,52
13902,3,1,35,100,Murray Hill,132,0.0,190,52
13903,4,1,35,100,Murray Hill,132,90.0,210,52
13904,5,1,35,100,Murray Hill,132,90.32,190,52
13905,6,1,35,100,Murray Hill,132,90.0,196,52
13906,7,1,35,100,Murray Hill,132,87.1,230,52
13907,8,1,35,100,Murray Hill,132,41.94,176,52
13908,9,1,35,100,Murray Hill,132,86.67,230,52
13909,10,1,35,100,Murray Hill,132,100.0,190,52
13910,11,1,35,100,Murray Hill,132,96.67,190,52
13911,12,1,35,100,Murray Hill,132,93.33,190,52
13912,1,1,7,100,Murray Hill,132,53.33,260,52
13913,2,1,7,100,Murray Hill,132,62.07,260,52
13914,3,1,7,100,Murray Hill,132,3.23,210,52
13915,4,1,7,100,Murray Hill,132,0.0,260,52
13916,5,1,7,100,Murray Hill,132,100.0,213,52
13917,6,1,7,100,Murray Hill,132,100.0,213,52
13918,7,1,7,100,Murray Hill,132,80.65,217,52
13919,8,1,7,100,Murray Hill,132,45.16,217,52
13920,9,1,7,100,Murray Hill,132,86.67,217,52
13921,10,1,7,100,Murray Hill,132,100.0,213,52
13922,11,1,7,100,Murray Hill,132,53.33,213,52
13923,12,1,7,100,Murray Hill,132,96.77,213,52
13924,1,1,38,91,Harlem,12,90.0,125,38
13925,2,1,38,91,Harlem,12,13.79,125,38
13926,3,1,38,91,Harlem,12,96.77,125,38
13927,4,1,38,91,Harlem,12,100.0,117,38
13928,5,1,38,91,Harlem,12,80.65,117,38
13929,6,1,38,91,Harlem,12,93.33,117,38
13930,7,1,38,91,Harlem,12,61.29,117,38
13931,8,1,38,91,Harlem,12,61.29,117,38
13932,9,1,38,91,Harlem,12,86.67,117,38
13933,10,1,38,91,Harlem,12,100.0,117,38
13934,11,1,38,91,Harlem,12,100.0,117,38
13935,12,1,38,91,Harlem,12,45.16,117,38
13936,1,1,21,92,East Flatbush,48,12.9,92,23
13937,2,1,21,92,East Flatbush,48,6.9,92,23
13938,3,1,21,92,East Flatbush,48,0.0,93,23
13939,4,1,21,92,East Flatbush,48,63.33,94,23
13940,5,1,21,92,East Flatbush,48,90.32,92,23
13941,6,1,21,92,East Flatbush,48,56.67,92,23
13942,7,1,21,92,East Flatbush,48,100.0,94,23
13943,8,1,21,92,East Flatbush,48,100.0,94,23
13944,9,1,21,92,East Flatbush,48,33.33,92,23
13945,10,1,21,92,East Flatbush,48,100.0,94,23
13946,11,1,21,92,East Flatbush,48,3.33,94,23
13947,12,1,21,92,East Flatbush,48,-3.33,95,23
13948,1,1,54,93,East Flatbush,48,12.9,85,23
13949,2,1,54,93,East Flatbush,48,3.45,85,23
13950,3,1,54,93,East Flatbush,48,25.81,85,23
13951,4,1,54,93,East Flatbush,48,60.0,94,23
13952,5,1,54,93,East Flatbush,48,83.87,94,23
13953,6,1,54,93,East Flatbush,48,53.33,94,23
13954,7,1,54,93,East Flatbush,48,77.42,94,23
13955,8,1,54,93,East Flatbush,48,51.61,94,23
13956,9,1,54,93,East Flatbush,48,66.67,94,23
13957,10,1,54,93,East Flatbush,48,54.84,94,23
13958,11,1,54,93,East Flatbush,48,0.0,85,23
13959,12,1,54,93,East Flatbush,48,50.0,94,23
13960,1,1,57,85,East Flatbush,48,60.0,94,23
13961,2,1,57,85,East Flatbush,48,24.14,60,23
13962,3,1,57,85,East Flatbush,48,80.65,60,23
13963,4,1,57,85,East Flatbush,48,86.67,89,23
13964,5,1,57,85,East Flatbush,48,96.77,89,23
13965,6,1,57,85,East Flatbush,48,83.33,95,23
13966,7,1,57,85,East Flatbush,48,83.87,101,23
13967,8,1,57,85,East Flatbush,48,80.65,101,23
13968,9,1,57,85,East Flatbush,48,63.33,101,23
13969,10,1,57,85,East Flatbush,48,83.87,98,23
13970,11,1,57,85,East Flatbush,48,30.0,98,23
13971,12,1,57,85,East Flatbush,48,29.03,98,23
13972,1,1,80,92,Roosevelt Island,24,19.35,120,59
13973,2,1,80,92,Roosevelt Island,24,3.45,120,59
13974,3,1,80,92,Roosevelt Island,24,0.0,120,59
13975,4,1,80,92,Roosevelt Island,24,6.67,120,59
13976,5,1,80,92,Roosevelt Island,24,67.74,120,59
13977,6,1,80,92,Roosevelt Island,24,43.33,120,59
13978,7,1,80,92,Roosevelt Island,24,70.97,120,59
13979,8,1,80,92,Roosevelt Island,24,54.84,120,59
13980,9,1,80,92,Roosevelt Island,24,53.33,120,59
13981,10,1,80,92,Roosevelt Island,24,100.0,120,59
13982,11,1,80,92,Roosevelt Island,24,100.0,120,59
13983,12,1,80,92,Roosevelt Island,24,100.0,120,59
13984,1,1,5,96,Roosevelt Island,24,26.67,168,59
13985,6,1,5,96,Roosevelt Island,24,63.33,135,59
13986,7,1,5,96,Roosevelt Island,24,64.52,169,59
13987,8,1,5,96,Roosevelt Island,24,58.06,169,59
13988,10,1,5,96,Roosevelt Island,24,29.03,148,59
13989,1,1,36,88,Financial District,48,64.52,187,28
13990,2,1,36,88,Financial District,48,100.0,187,28
13991,3,1,36,88,Financial District,48,100.0,187,28
13992,4,1,36,88,Financial District,48,23.33,187,28
13993,5,1,36,88,Financial District,48,77.42,187,28
13994,6,1,36,88,Financial District,48,6.67,189,28
13995,7,1,36,88,Financial District,48,100.0,187,28
13996,8,1,36,88,Financial District,48,38.71,187,28
13997,9,1,36,88,Financial District,48,0.0,196,28
13998,10,1,36,88,Financial District,48,100.0,187,28
13999,11,1,36,88,Financial District,48,20.0,187,28
14000,12,1,36,88,Financial District,48,-3.33,195,28
14001,1,1,20,99,Financial District,48,58.06,69,28
14002,2,1,20,99,Financial District,48,34.48,55,28
14003,3,1,20,99,Financial District,48,41.94,69,28
14004,4,1,20,99,Financial District,48,40.0,65,28
14005,5,1,20,99,Financial District,48,0.0,65,28
14006,6,1,20,99,Financial District,48,16.67,65,28
14007,8,1,20,99,Financial District,48,0.0,65,28
14008,9,1,20,99,Financial District,48,0.0,65,28
14009,10,1,20,99,Financial District,48,74.19,85,28
14010,11,1,20,99,Financial District,48,10.0,79,28
14011,12,1,20,99,Financial District,48,-3.33,88,28
14012,1,1,13,91,Financial District,48,100.0,200,28
14013,2,1,13,91,Financial District,48,68.97,200,28
14014,3,1,13,91,Financial District,48,0.0,200,28
14015,4,1,13,91,Financial District,48,56.67,225,28
14016,5,1,13,91,Financial District,48,83.87,225,28
14017,6,1,13,91,Financial District,48,96.67,250,28
14018,7,1,13,91,Financial District,48,54.84,250,28
14019,8,1,13,91,Financial District,48,48.39,250,28
14020,9,1,13,91,Financial District,48,90.0,250,28
14021,10,1,13,91,Financial District,48,80.65,260,28
14022,11,1,13,91,Financial District,48,0.0,225,28
14023,12,1,13,91,Financial District,48,26.67,260,28
14024,1,1,37,97,Financial District,48,83.33,350,28
14025,2,1,37,97,Financial District,48,72.41,350,28
14026,3,1,37,97,Financial District,48,48.39,150,28
14027,4,1,37,97,Financial District,48,100.0,350,28
14028,5,1,37,97,Financial District,48,100.0,350,28
14029,6,1,37,97,Financial District,48,83.33,350,28
14030,7,1,37,97,Financial District,48,80.65,350,28
14031,8,1,37,97,Financial District,48,51.61,350,28
14032,9,1,37,97,Financial District,48,60.0,350,28
14033,10,1,37,97,Financial District,48,87.1,350,28
14034,11,1,37,97,Financial District,48,26.67,350,28
14035,12,1,37,97,Financial District,48,77.42,350,28
14036,1,1,142,91,Chinatown,96,61.29,200,14
14037,2,1,142,91,Chinatown,96,37.93,109,14
14038,3,1,142,91,Chinatown,96,32.26,190,14
14039,4,1,142,91,Chinatown,96,73.33,220,14
14040,5,1,142,91,Chinatown,96,70.97,220,14
14041,6,1,142,91,Chinatown,96,30.0,180,14
14042,7,1,142,91,Chinatown,96,35.48,170,14
14043,8,1,142,91,Chinatown,96,0.0,201,14
