,neighborhood,month,bedrooms,area,sub_area,max_price,min_price,median_price,mean_price
1170,Flatiron District,3,2,Manhattan,Lower Manhattan,399,249,275,300
1171,Flatiron District,3,3,Manhattan,Lower Manhattan,750,500,550,600
1172,Flatiron District,4,0,Manhattan,Lower Manhattan,343,149,195,215
1173,Flatiron District,4,1,Manhattan,Lower Manhattan,325,125,222,230
1174,Flatiron District,4,2,Manhattan,Lower Manhattan,399,275,347,342
1175,Flatiron District,4,3,Manhattan,Lower Manhattan,850,139,775,588
1176,Flatiron District,5,0,Manhattan,Lower Manhattan,325,170,240,229
1177,Flatiron District,5,1,Manhattan,Lower Manhattan,350,125,252,242
1178,Flatiron District,5,2,Manhattan,Lower Manhattan,399,275,350,343
1179,Flatiron District,5,3,Manhattan,Lower Manhattan,850,550,750,717
1180,Flatiron District,6,0,Manhattan,Lower Manhattan,325,180,200,228
1181,Flatiron District,6,1,Manhattan,Lower Manhattan,350,175,275,263
1182,Flatiron District,6,2,Manhattan,Lower Manhattan,399,275,350,343
1183,Flatiron District,6,3,Manhattan,Lower Manhattan,899,550,750,733
1184,Flatiron District,7,0,Manhattan,Lower Manhattan,249,176,208,210
1185,Flatiron District,7,1,Manhattan,Lower Manhattan,340,175,270,256
1186,Flatiron District,7,2,Manhattan,Lower Manhattan,399,275,334,336
1187,Flatiron District,7,3,Manhattan,Lower Manhattan,899,603,777,760
1188,Flatiron District,8,0,Manhattan,Lower Manhattan,234,141,195,190
1189,Flatiron District,8,1,Manhattan,Lower Manhattan,350,125,275,251
1190,Flatiron District,8,2,Manhattan,Lower Manhattan,399,275,334,336
1191,Flatiron District,8,3,Manhattan,Lower Manhattan,777,603,750,710
1192,Flatiron District,9,0,Manhattan,Lower Manhattan,239,141,200,195
1193,Flatiron District,9,1,Manhattan,Lower Manhattan,340,141,268,254
1194,Flatiron District,9,2,Manhattan,Lower Manhattan,399,179,312,301
1195,Flatiron District,9,3,Manhattan,Lower Manhattan,850,249,777,625
1196,Flatiron District,10,0,Manhattan,Lower Manhattan,240,141,212,198
1197,Flatiron District,10,1,Manhattan,Lower Manhattan,350,120,270,250
1198,Flatiron District,10,2,Manhattan,Lower Manhattan,399,275,362,350
1199,Flatiron District,10,3,Manhattan,Lower Manhattan,899,603,777,760
1200,Flatiron District,11,0,Manhattan,Lower Manhattan,240,124,212,195
1201,Flatiron District,11,1,Manhattan,Lower Manhattan,350,120,270,250
1202,Flatiron District,11,2,Manhattan,Lower Manhattan,399,275,344,341
1203,Flatiron District,11,3,Manhattan,Lower Manhattan,899,308,473,560
1204,Flatiron District,12,0,Manhattan,Lower Manhattan,249,149,228,216
1205,Flatiron District,12,1,Manhattan,Lower Manhattan,350,122,275,254
1206,Flatiron District,12,2,Manhattan,Lower Manhattan,411,275,359,351
1207,Flatiron District,12,3,Manhattan,Lower Manhattan,850,450,777,692
1208,Flatlands,1,1,Brooklyn,Brooklyn,95,95,95,95
1209,Flatlands,1,2,Brooklyn,Brooklyn,155,155,155,155
1210,Flatlands,2,1,Brooklyn,Brooklyn,95,95,95,95
1211,Flatlands,2,2,Brooklyn,Brooklyn,159,159,159,159
1212,Flatlands,3,1,Brooklyn,Brooklyn,103,103,103,103
1213,Flatlands,3,2,Brooklyn,Brooklyn,159,159,159,159
1214,Flatlands,4,1,Brooklyn,Brooklyn,95,95,95,95
1215,Flatlands,5,1,Brooklyn,Brooklyn,125,125,125,125
1216,Flatlands,5,2,Brooklyn,Brooklyn,165,165,165,165
1217,Flatlands,6,1,Brooklyn,Brooklyn,110,110,110,110
1218,Flatlands,6,2,Brooklyn,Brooklyn,360,360,360,360
1219,Flatlands,7,1,Brooklyn,Brooklyn,110,110,110,110
1220,Flatlands,7,2,Brooklyn,Brooklyn,190,190,190,190
1221,Flatlands,8,1,Brooklyn,Brooklyn,128,128,128,128
1222,Flatlands,8,2,Brooklyn,Brooklyn,190,190,190,190
1223,Flatlands,9,1,Brooklyn,Brooklyn,110,110,110,110
1224,Flatlands,9,2,Brooklyn,Brooklyn,190,190,190,190
1225,Flatlands,10,1,Brooklyn,Brooklyn,125,125,125,125
1226,Flatlands,10,2,Brooklyn,Brooklyn,175,175,175,175
1227,Flatlands,11,1,Brooklyn,Brooklyn,110,110,110,110
1228,Flatlands,11,2,Brooklyn,Brooklyn,175,175,175,175
1229,Flatlands,12,1,Brooklyn,Brooklyn,125,125,125,125
1230,Flatlands,12,2,Brooklyn,Brooklyn,175,175,175,175
1231,Fort Greene,1,0,Brooklyn,Brooklyn,175,99,128,130
1232,Fort Greene,1,1,Brooklyn,Brooklyn,225,65,150,148
1233,Fort Greene,1,2,Brooklyn,Brooklyn,300,100,184,196
1234,Fort Greene,1,3,Brooklyn,Brooklyn,450,225,240,310
1235,Fort Greene,1,4,Brooklyn,Brooklyn,499,499,499,499
1236,Fort Greene,2,0,Brooklyn,Brooklyn,152,100,131,130
1237,Fort Greene,2,1,Brooklyn,Brooklyn,225,60,142,143
1238,Fort Greene,2,2,Brooklyn,Brooklyn,300,112,205,210
1239,Fort Greene,2,3,Brooklyn,Brooklyn,400,210,295,296
1240,Fort Greene,2,4,Brooklyn,Brooklyn,499,499,499,499
1241,Fort Greene,3,0,Brooklyn,Brooklyn,152,117,146,138
1242,Fort Greene,3,1,Brooklyn,Brooklyn,202,99,150,146
1243,Fort Greene,3,2,Brooklyn,Brooklyn,300,125,220,218
1244,Fort Greene,3,3,Brooklyn,Brooklyn,400,210,295,296
1245,Fort Greene,3,4,Brooklyn,Brooklyn,499,499,499,499
1246,Fort Greene,4,0,Brooklyn,Brooklyn,180,120,146,150
1247,Fort Greene,4,1,Brooklyn,Brooklyn,225,75,150,155
1248,Fort Greene,4,2,Brooklyn,Brooklyn,300,88,215,199
1249,Fort Greene,4,3,Brooklyn,Brooklyn,450,250,295,321
1250,Fort Greene,4,4,Brooklyn,Brooklyn,499,499,499,499
1251,Fort Greene,5,0,Brooklyn,Brooklyn,180,130,152,154
1252,Fort Greene,5,1,Brooklyn,Brooklyn,250,86,150,154
1253,Fort Greene,5,2,Brooklyn,Brooklyn,300,92,208,212
1254,Fort Greene,5,3,Brooklyn,Brooklyn,450,225,295,316
1255,Fort Greene,5,4,Brooklyn,Brooklyn,499,499,499,499
1256,Fort Greene,6,0,Brooklyn,Brooklyn,180,125,144,146
1257,Fort Greene,6,1,Brooklyn,Brooklyn,250,100,150,155
1258,Fort Greene,6,2,Brooklyn,Brooklyn,300,112,200,210
1259,Fort Greene,6,3,Brooklyn,Brooklyn,450,225,295,331
1260,Fort Greene,6,4,Brooklyn,Brooklyn,499,499,499,499
1261,Fort Greene,7,0,Brooklyn,Brooklyn,180,120,146,146
1262,Fort Greene,7,1,Brooklyn,Brooklyn,250,100,162,169
1263,Fort Greene,7,2,Brooklyn,Brooklyn,300,112,200,206
1264,Fort Greene,7,3,Brooklyn,Brooklyn,450,255,295,320
1265,Fort Greene,7,4,Brooklyn,Brooklyn,499,499,499,499
1266,Fort Greene,8,0,Brooklyn,Brooklyn,180,120,157,155
1267,Fort Greene,8,1,Brooklyn,Brooklyn,250,100,162,165
1268,Fort Greene,8,2,Brooklyn,Brooklyn,300,112,200,211
1269,Fort Greene,8,3,Brooklyn,Brooklyn,450,255,295,321
1270,Fort Greene,8,4,Brooklyn,Brooklyn,499,499,499,499
1271,Fort Greene,9,0,Brooklyn,Brooklyn,180,120,142,147
1272,Fort Greene,9,1,Brooklyn,Brooklyn,250,100,156,162
1273,Fort Greene,9,2,Brooklyn,Brooklyn,300,112,211,215
1274,Fort Greene,9,3,Brooklyn,Brooklyn,450,255,295,326
1275,Fort Greene,9,4,Brooklyn,Brooklyn,499,499,499,499
1276,Fort Greene,10,0,Brooklyn,Brooklyn,200,120,158,161
1277,Fort Greene,10,1,Brooklyn,Brooklyn,250,100,152,161
1278,Fort Greene,10,2,Brooklyn,Brooklyn,300,175,215,218
1279,Fort Greene,10,3,Brooklyn,Brooklyn,450,235,295,316
1280,Fort Greene,10,4,Brooklyn,Brooklyn,499,499,499,499
1281,Fort Greene,11,0,Brooklyn,Brooklyn,194,125,144,154
1282,Fort Greene,11,1,Brooklyn,Brooklyn,250,100,154,156
1283,Fort Greene,11,2,Brooklyn,Brooklyn,300,140,215,217
1284,Fort Greene,11,3,Brooklyn,Brooklyn,450,235,295,316
1285,Fort Greene,11,4,Brooklyn,Brooklyn,499,499,499,499
1286,Fort Greene,12,0,Brooklyn,Brooklyn,214,125,144,156
1287,Fort Greene,12,1,Brooklyn,Brooklyn,220,100,150,156
1288,Fort Greene,12,2,Brooklyn,Brooklyn,300,159,215,218
1289,Fort Greene,12,3,Brooklyn,Brooklyn,450,235,295,316
1290,Fort Greene,12,4,Brooklyn,Brooklyn,499,499,499,499
1291,Gowanus,1,0,Brooklyn,Brooklyn,129,72,100,100
1292,Gowanus,1,1,Brooklyn,Brooklyn,200,95,130,149
1293,Gowanus,1,2,Brooklyn,Brooklyn,240,145,192,193
1294,Gowanus,1,3,Brooklyn,Brooklyn,272,149,210,210
1295,Gowanus,2,0,Brooklyn,Brooklyn,119,74,96,96
1296,Gowanus,2,1,Brooklyn,Brooklyn,200,85,130,140
1297,Gowanus,2,2,Brooklyn,Brooklyn,240,126,192,186
1298,Gowanus,2,3,Brooklyn,Brooklyn,230,229,230,230
1299,Gowanus,3,0,Brooklyn,Brooklyn,121,119,120,120
1300,Gowanus,3,1,Brooklyn,Brooklyn,200,98,129,141
1301,Gowanus,3,2,Brooklyn,Brooklyn,240,145,192,194
1302,Gowanus,3,3,Brooklyn,Brooklyn,270,229,250,250
1303,Gowanus,4,0,Brooklyn,Brooklyn,129,62,96,96
1304,Gowanus,4,1,Brooklyn,Brooklyn,200,90,140,150
1305,Gowanus,4,2,Brooklyn,Brooklyn,300,145,199,215
1306,Gowanus,4,3,Brooklyn,Brooklyn,395,124,260,260
1307,Gowanus,5,0,Brooklyn,Brooklyn,159,129,144,144
1308,Gowanus,5,1,Brooklyn,Brooklyn,200,90,140,150
1309,Gowanus,5,2,Brooklyn,Brooklyn,300,145,192,205
1310,Gowanus,5,3,Brooklyn,Brooklyn,415,240,328,328
1311,Gowanus,6,0,Brooklyn,Brooklyn,129,129,129,129
1312,Gowanus,6,1,Brooklyn,Brooklyn,195,90,152,150
1313,Gowanus,6,2,Brooklyn,Brooklyn,300,145,192,205
1314,Gowanus,6,3,Brooklyn,Brooklyn,325,229,277,277
1315,Gowanus,7,0,Brooklyn,Brooklyn,129,129,129,129
1316,Gowanus,7,1,Brooklyn,Brooklyn,200,90,148,152
1317,Gowanus,7,2,Brooklyn,Brooklyn,240,145,199,199
1318,Gowanus,7,3,Brooklyn,Brooklyn,499,495,497,497
1319,Gowanus,8,0,Brooklyn,Brooklyn,129,119,124,124
1320,Gowanus,8,1,Brooklyn,Brooklyn,200,90,148,152
1321,Gowanus,8,2,Brooklyn,Brooklyn,250,145,199,205
1322,Gowanus,8,3,Brooklyn,Brooklyn,439,325,382,382
1323,Gowanus,9,0,Brooklyn,Brooklyn,129,124,126,126
1324,Gowanus,9,1,Brooklyn,Brooklyn,200,90,148,152
1325,Gowanus,9,2,Brooklyn,Brooklyn,250,145,192,203
1326,Gowanus,9,3,Brooklyn,Brooklyn,499,325,412,412
1327,Gowanus,10,0,Brooklyn,Brooklyn,129,129,129,129
1328,Gowanus,10,1,Brooklyn,Brooklyn,200,110,140,155
1329,Gowanus,10,2,Brooklyn,Brooklyn,250,139,192,193
1330,Gowanus,10,3,Brooklyn,Brooklyn,325,234,280,280
1331,Gowanus,11,0,Brooklyn,Brooklyn,129,119,124,124
1332,Gowanus,11,1,Brooklyn,Brooklyn,200,110,140,153
1333,Gowanus,11,2,Brooklyn,Brooklyn,250,145,192,195
1334,Gowanus,11,3,Brooklyn,Brooklyn,419,325,372,372
1335,Gowanus,12,0,Brooklyn,Brooklyn,129,129,129,129
1336,Gowanus,12,1,Brooklyn,Brooklyn,200,110,140,152
1337,Gowanus,12,2,Brooklyn,Brooklyn,267,145,199,209
1338,Gowanus,12,3,Brooklyn,Brooklyn,378,325,352,352
1339,Gramercy Park,1,0,Manhattan,Lower Manhattan,199,145,184,177
1340,Gramercy Park,1,1,Manhattan,Lower Manhattan,290,110,180,185
1341,Gramercy Park,1,2,Manhattan,Lower Manhattan,350,190,225,252
1342,Gramercy Park,1,3,Manhattan,Lower Manhattan,285,285,285,285
1343,Gramercy Park,2,0,Manhattan,Lower Manhattan,245,115,184,180
1344,Gramercy Park,2,1,Manhattan,Lower Manhattan,290,110,185,193
1345,Gramercy Park,2,2,Manhattan,Lower Manhattan,450,185,254,279
1346,Gramercy Park,2,3,Manhattan,Lower Manhattan,194,194,194,194
1347,Gramercy Park,3,0,Manhattan,Lower Manhattan,200,140,179,175
1348,Gramercy Park,3,1,Manhattan,Lower Manhattan,290,110,194,196
1349,Gramercy Park,3,2,Manhattan,Lower Manhattan,375,180,265,271
1350,Gramercy Park,3,3,Manhattan,Lower Manhattan,450,450,450,450
1351,Gramercy Park,4,0,Manhattan,Lower Manhattan,225,132,194,184
1352,Gramercy Park,4,1,Manhattan,Lower Manhattan,299,110,210,212
1353,Gramercy Park,4,2,Manhattan,Lower Manhattan,425,158,260,299
1354,Gramercy Park,4,3,Manhattan,Lower Manhattan,650,650,650,650
1355,Gramercy Park,5,0,Manhattan,Lower Manhattan,225,125,189,180
1356,Gramercy Park,5,1,Manhattan,Lower Manhattan,299,110,215,216
1357,Gramercy Park,5,2,Manhattan,Lower Manhattan,400,205,350,318
1358,Gramercy Park,5,3,Manhattan,Lower Manhattan,650,650,650,650
1359,Gramercy Park,6,0,Manhattan,Lower Manhattan,300,125,187,190
1360,Gramercy Park,6,1,Manhattan,Lower Manhattan,299,110,208,213
1361,Gramercy Park,6,2,Manhattan,Lower Manhattan,504,205,315,335
1362,Gramercy Park,6,3,Manhattan,Lower Manhattan,650,650,650,650
1363,Gramercy Park,7,0,Manhattan,Lower Manhattan,300,90,184,185
1364,Gramercy Park,7,1,Manhattan,Lower Manhattan,295,97,208,208
1365,Gramercy Park,7,2,Manhattan,Lower Manhattan,504,205,299,332
1366,Gramercy Park,7,3,Manhattan,Lower Manhattan,650,650,650,650
1367,Gramercy Park,8,0,Manhattan,Lower Manhattan,300,132,189,190
1368,Gramercy Park,8,1,Manhattan,Lower Manhattan,295,110,205,208
1369,Gramercy Park,8,2,Manhattan,Lower Manhattan,504,205,385,345
1370,Gramercy Park,8,3,Manhattan,Lower Manhattan,650,650,650,650
1371,Gramercy Park,9,0,Manhattan,Lower Manhattan,300,132,189,191
1372,Gramercy Park,9,1,Manhattan,Lower Manhattan,295,110,205,204
1373,Gramercy Park,9,2,Manhattan,Lower Manhattan,504,205,349,338
1374,Gramercy Park,9,3,Manhattan,Lower Manhattan,650,650,650,650
1375,Gramercy Park,10,0,Manhattan,Lower Manhattan,275,125,198,191
1376,Gramercy Park,10,1,Manhattan,Lower Manhattan,295,110,205,201
1377,Gramercy Park,10,2,Manhattan,Lower Manhattan,418,225,349,322
1378,Gramercy Park,10,3,Manhattan,Lower Manhattan,501,501,501,501
1379,Gramercy Park,11,0,Manhattan,Lower Manhattan,275,125,198,191
1380,Gramercy Park,11,1,Manhattan,Lower Manhattan,299,110,202,199
1381,Gramercy Park,11,2,Manhattan,Lower Manhattan,418,225,325,315
1382,Gramercy Park,11,3,Manhattan,Lower Manhattan,501,501,501,501
1383,Gramercy Park,12,0,Manhattan,Lower Manhattan,275,125,198,191
1384,Gramercy Park,12,1,Manhattan,Lower Manhattan,295,110,205,194
1385,Gramercy Park,12,2,Manhattan,Lower Manhattan,415,225,349,322
1386,Gravesend,3,2,Brooklyn,Brooklyn,99,99,99,99
1387,Gravesend,4,2,Brooklyn,Brooklyn,119,119,119,119
1388,Gravesend,5,2,Brooklyn,Brooklyn,125,125,125,125
1389,Gravesend,6,2,Brooklyn,Brooklyn,132,132,132,132
1390,Gravesend,7,2,Brooklyn,Brooklyn,110,110,110,110
1391,Gravesend,8,2,Brooklyn,Brooklyn,132,132,132,132
1392,Gravesend,9,2,Brooklyn,Brooklyn,132,132,132,132
1393,Gravesend,10,2,Brooklyn,Brooklyn,109,109,109,109
1394,Gravesend,11,2,Brooklyn,Brooklyn,94,94,94,94
1395,Gravesend,12,2,Brooklyn,Brooklyn,112,112,112,112
1396,Greenpoint,1,0,Brooklyn,Brooklyn,135,90,99,108
1397,Greenpoint,1,1,Brooklyn,Brooklyn,291,65,140,149
1398,Greenpoint,1,2,Brooklyn,Brooklyn,500,120,196,225
1399,Greenpoint,1,3,Brooklyn,Brooklyn,161,150,156,156
1400,Greenpoint,2,0,Brooklyn,Brooklyn,115,99,107,107
1401,Greenpoint,2,1,Brooklyn,Brooklyn,250,79,130,144
1402,Greenpoint,2,2,Brooklyn,Brooklyn,458,120,200,230
1403,Greenpoint,2,3,Brooklyn,Brooklyn,165,150,158,158
1404,Greenpoint,3,0,Brooklyn,Brooklyn,135,99,110,115
1405,Greenpoint,3,1,Brooklyn,Brooklyn,250,79,150,154
1406,Greenpoint,3,2,Brooklyn,Brooklyn,458,120,250,247
1407,Greenpoint,3,3,Brooklyn,Brooklyn,165,132,148,148
1408,Greenpoint,4,0,Brooklyn,Brooklyn,135,99,110,115
1409,Greenpoint,4,1,Brooklyn,Brooklyn,275,96,150,159
1410,Greenpoint,4,2,Brooklyn,Brooklyn,500,123,239,245
1411,Greenpoint,4,3,Brooklyn,Brooklyn,185,160,172,172
1412,Greenpoint,5,0,Brooklyn,Brooklyn,135,99,110,115
1413,Greenpoint,5,1,Brooklyn,Brooklyn,275,100,160,162
1414,Greenpoint,5,2,Brooklyn,Brooklyn,500,123,250,257
1415,Greenpoint,5,3,Brooklyn,Brooklyn,185,85,160,143
1416,Greenpoint,6,0,Brooklyn,Brooklyn,135,110,125,123
1417,Greenpoint,6,1,Brooklyn,Brooklyn,275,100,160,165
1418,Greenpoint,6,2,Brooklyn,Brooklyn,500,90,219,235
1419,Greenpoint,6,3,Brooklyn,Brooklyn,185,86,150,140
1420,Greenpoint,7,0,Brooklyn,Brooklyn,135,110,125,123
1421,Greenpoint,7,1,Brooklyn,Brooklyn,275,100,160,164
1422,Greenpoint,7,2,Brooklyn,Brooklyn,500,102,200,246
1423,Greenpoint,7,3,Brooklyn,Brooklyn,185,139,144,156
1424,Greenpoint,8,0,Brooklyn,Brooklyn,135,110,125,123
1425,Greenpoint,8,1,Brooklyn,Brooklyn,275,100,158,163
1426,Greenpoint,8,2,Brooklyn,Brooklyn,500,96,250,255
1427,Greenpoint,8,3,Brooklyn,Brooklyn,185,132,139,152
1428,Greenpoint,9,0,Brooklyn,Brooklyn,135,110,125,123
1429,Greenpoint,9,1,Brooklyn,Brooklyn,275,89,150,158
1430,Greenpoint,9,2,Brooklyn,Brooklyn,500,96,250,245
1431,Greenpoint,9,3,Brooklyn,Brooklyn,185,132,139,152
1432,Greenpoint,10,0,Brooklyn,Brooklyn,135,110,125,123
1433,Greenpoint,10,1,Brooklyn,Brooklyn,285,98,155,164
1434,Greenpoint,10,2,Brooklyn,Brooklyn,500,96,262,259
1435,Greenpoint,10,3,Brooklyn,Brooklyn,185,120,129,145
1436,Greenpoint,11,0,Brooklyn,Brooklyn,135,110,125,123
1437,Greenpoint,11,1,Brooklyn,Brooklyn,253,76,150,157
1438,Greenpoint,11,2,Brooklyn,Brooklyn,500,96,250,257
1439,Greenpoint,11,3,Brooklyn,Brooklyn,185,90,132,136
1440,Greenpoint,12,0,Brooklyn,Brooklyn,135,110,125,123
1441,Greenpoint,12,1,Brooklyn,Brooklyn,256,98,154,164
1442,Greenpoint,12,2,Brooklyn,Brooklyn,500,96,232,241
1443,Greenpoint,12,3,Brooklyn,Brooklyn,185,90,118,131
1444,Greenwich Village,1,0,Manhattan,Lower Manhattan,280,120,220,198
1445,Greenwich Village,1,1,Manhattan,Lower Manhattan,330,63,225,218
1446,Greenwich Village,1,2,Manhattan,Lower Manhattan,450,165,250,263
1447,Greenwich Village,1,3,Manhattan,Lower Manhattan,550,550,550,550
1448,Greenwich Village,1,4,Manhattan,Lower Manhattan,850,850,850,850
1449,Greenwich Village,2,0,Manhattan,Lower Manhattan,280,149,215,212
1450,Greenwich Village,2,1,Manhattan,Lower Manhattan,330,64,199,193
1451,Greenwich Village,2,2,Manhattan,Lower Manhattan,450,140,288,282
1452,Greenwich Village,2,3,Manhattan,Lower Manhattan,550,550,550,550
1453,Greenwich Village,2,4,Manhattan,Lower Manhattan,850,850,850,850
1454,Greenwich Village,3,0,Manhattan,Lower Manhattan,280,95,200,197
1455,Greenwich Village,3,1,Manhattan,Lower Manhattan,330,95,200,204
1456,Greenwich Village,3,2,Manhattan,Lower Manhattan,450,170,288,274
1457,Greenwich Village,3,3,Manhattan,Lower Manhattan,550,550,550,550
1458,Greenwich Village,3,4,Manhattan,Lower Manhattan,850,850,850,850
1459,Greenwich Village,4,0,Manhattan,Lower Manhattan,280,170,225,224
1460,Greenwich Village,4,1,Manhattan,Lower Manhattan,330,100,225,234
1461,Greenwich Village,4,2,Manhattan,Lower Manhattan,550,200,318,348
1462,Greenwich Village,4,3,Manhattan,Lower Manhattan,550,550,550,550
1463,Greenwich Village,4,4,Manhattan,Lower Manhattan,850,850,850,850
1464,Greenwich Village,5,0,Manhattan,Lower Manhattan,285,170,225,231
1465,Greenwich Village,5,1,Manhattan,Lower Manhattan,330,147,219,238
1466,Greenwich Village,5,2,Manhattan,Lower Manhattan,550,200,355,368
1467,Greenwich Village,5,3,Manhattan,Lower Manhattan,550,550,550,550
1468,Greenwich Village,5,4,Manhattan,Lower Manhattan,850,850,850,850
1469,Greenwich Village,6,0,Manhattan,Lower Manhattan,275,170,222,218
1470,Greenwich Village,6,1,Manhattan,Lower Manhattan,330,100,223,240
1471,Greenwich Village,6,2,Manhattan,Lower Manhattan,550,200,310,346
1472,Greenwich Village,6,3,Manhattan,Lower Manhattan,550,550,550,550
1473,Greenwich Village,6,4,Manhattan,Lower Manhattan,850,850,850,850
1474,Greenwich Village,7,0,Manhattan,Lower Manhattan,275,170,207,212
1475,Greenwich Village,7,1,Manhattan,Lower Manhattan,330,86,216,218
1476,Greenwich Village,7,2,Manhattan,Lower Manhattan,550,200,310,343
1477,Greenwich Village,7,3,Manhattan,Lower Manhattan,550,550,550,550
1478,Greenwich Village,7,4,Manhattan,Lower Manhattan,850,850,850,850
1479,Greenwich Village,8,0,Manhattan,Lower Manhattan,275,170,207,212
1480,Greenwich Village,8,1,Manhattan,Lower Manhattan,330,100,214,227
1481,Greenwich Village,8,2,Manhattan,Lower Manhattan,550,200,310,343
1482,Greenwich Village,8,3,Manhattan,Lower Manhattan,550,550,550,550
1483,Greenwich Village,8,4,Manhattan,Lower Manhattan,850,850,850,850
1484,Greenwich Village,9,0,Manhattan,Lower Manhattan,275,170,207,213
1485,Greenwich Village,9,1,Manhattan,Lower Manhattan,330,100,224,232
1486,Greenwich Village,9,2,Manhattan,Lower Manhattan,550,200,310,343
1487,Greenwich Village,9,3,Manhattan,Lower Manhattan,550,550,550,550
1488,Greenwich Village,9,4,Manhattan,Lower Manhattan,850,850,850,850
1489,Greenwich Village,10,0,Manhattan,Lower Manhattan,275,155,220,215
1490,Greenwich Village,10,1,Manhattan,Lower Manhattan,350,112,226,237
1491,Greenwich Village,10,2,Manhattan,Lower Manhattan,550,200,310,354
1492,Greenwich Village,10,3,Manhattan,Lower Manhattan,550,550,550,550
1493,Greenwich Village,10,4,Manhattan,Lower Manhattan,850,850,850,850
1494,Greenwich Village,11,0,Manhattan,Lower Manhattan,275,155,218,212
1495,Greenwich Village,11,1,Manhattan,Lower Manhattan,350,112,225,232
1496,Greenwich Village,11,2,Manhattan,Lower Manhattan,550,200,310,354
1497,Greenwich Village,11,3,Manhattan,Lower Manhattan,550,550,550,550
1498,Greenwich Village,11,4,Manhattan,Lower Manhattan,850,850,850,850
1499,Greenwich Village,12,0,Manhattan,Lower Manhattan,275,155,228,218
1500,Greenwich Village,12,1,Manhattan,Lower Manhattan,350,100,225,234
1501,Greenwich Village,12,2,Manhattan,Lower Manhattan,550,200,310,345
1502,Greenwich Village,12,3,Manhattan,Lower Manhattan,550,550,550,550
1503,Greenwich Village,12,4,Manhattan,Lower Manhattan,850,850,850,850
1504,Harlem,1,0,Manhattan,Upper Manhattan,175,52,109,109
1505,Harlem,1,1,Manhattan,Upper Manhattan,250,65,125,128
1506,Harlem,1,2,Manhattan,Upper Manhattan,333,95,200,199
1507,Harlem,1,3,Manhattan,Upper Manhattan,475,99,250,253
1508,Harlem,1,4,Manhattan,Upper Manhattan,499,295,397,397
1509,Harlem,2,0,Manhattan,Upper Manhattan,175,59,108,109
1510,Harlem,2,1,Manhattan,Upper Manhattan,245,65,125,128
1511,Harlem,2,2,Manhattan,Upper Manhattan,340,89,196,203
1512,Harlem,2,3,Manhattan,Upper Manhattan,450,120,249,264
1513,Harlem,2,4,Manhattan,Upper Manhattan,600,295,448,448
1514,Harlem,3,0,Manhattan,Upper Manhattan,175,68,122,116
1515,Harlem,3,1,Manhattan,Upper Manhattan,250,65,134,136
1516,Harlem,3,2,Manhattan,Upper Manhattan,340,99,221,223
1517,Harlem,3,3,Manhattan,Upper Manhattan,650,175,203,298
1518,Harlem,3,4,Manhattan,Upper Manhattan,749,295,522,522
1519,Harlem,4,0,Manhattan,Upper Manhattan,175,65,124,120
1520,Harlem,4,1,Manhattan,Upper Manhattan,264,55,140,142
1521,Harlem,4,2,Manhattan,Upper Manhattan,499,128,245,242
1522,Harlem,4,3,Manhattan,Upper Manhattan,650,249,290,342
1523,Harlem,4,4,Manhattan,Upper Manhattan,750,365,558,558
1524,Harlem,5,0,Manhattan,Upper Manhattan,175,72,128,124
1525,Harlem,5,1,Manhattan,Upper Manhattan,260,55,140,144
1526,Harlem,5,2,Manhattan,Upper Manhattan,499,128,247,245
1527,Harlem,5,3,Manhattan,Upper Manhattan,650,218,369,394
1528,Harlem,5,4,Manhattan,Upper Manhattan,750,365,558,558
1529,Harlem,6,0,Manhattan,Upper Manhattan,175,65,126,122
1530,Harlem,6,1,Manhattan,Upper Manhattan,260,55,145,145
1531,Harlem,6,2,Manhattan,Upper Manhattan,499,128,249,243
1532,Harlem,6,3,Manhattan,Upper Manhattan,650,212,319,360
1533,Harlem,6,4,Manhattan,Upper Manhattan,750,365,558,558
1534,Harlem,7,0,Manhattan,Upper Manhattan,250,89,132,136
1535,Harlem,7,1,Manhattan,Upper Manhattan,275,55,144,143
1536,Harlem,7,2,Manhattan,Upper Manhattan,395,125,249,239
1537,Harlem,7,3,Manhattan,Upper Manhattan,511,249,320,351
1538,Harlem,7,4,Manhattan,Upper Manhattan,750,365,558,558
1539,Harlem,8,0,Manhattan,Upper Manhattan,250,89,127,134
1540,Harlem,8,1,Manhattan,Upper Manhattan,245,55,144,143
1541,Harlem,8,2,Manhattan,Upper Manhattan,350,128,240,235
1542,Harlem,8,3,Manhattan,Upper Manhattan,511,193,339,332
1543,Harlem,8,4,Manhattan,Upper Manhattan,750,287,518,518
1544,Harlem,9,0,Manhattan,Upper Manhattan,250,65,129,133
1545,Harlem,9,1,Manhattan,Upper Manhattan,245,55,144,143
1546,Harlem,9,2,Manhattan,Upper Manhattan,395,125,248,238
1547,Harlem,9,3,Manhattan,Upper Manhattan,511,242,371,374
1548,Harlem,9,4,Manhattan,Upper Manhattan,375,331,353,353
1549,Harlem,10,0,Manhattan,Upper Manhattan,300,65,124,135
1550,Harlem,10,1,Manhattan,Upper Manhattan,260,53,149,147
1551,Harlem,10,2,Manhattan,Upper Manhattan,495,102,249,249
1552,Harlem,10,3,Manhattan,Upper Manhattan,511,218,325,341
1553,Harlem,10,4,Manhattan,Upper Manhattan,750,315,532,532
