,neighborhood,month,bedrooms,area,sub_area,max_price,min_price,median_price,mean_price
375,Bushwick,8,4,Brooklyn,Brooklyn,267,267,267,267
376,Bushwick,9,0,Brooklyn,Brooklyn,207,85,118,124
377,Bushwick,9,1,Brooklyn,Brooklyn,220,52,120,123
378,Bushwick,9,2,Brooklyn,Brooklyn,249,100,160,164
379,Bushwick,9,3,Brooklyn,Brooklyn,373,150,220,227
380,Bushwick,9,4,Brooklyn,Brooklyn,311,311,311,311
381,Bushwick,10,0,Brooklyn,Brooklyn,200,85,98,121
382,Bushwick,10,1,Brooklyn,Brooklyn,222,52,110,122
383,Bushwick,10,2,Brooklyn,Brooklyn,300,110,165,167
384,Bushwick,10,3,Brooklyn,Brooklyn,628,125,220,245
385,Bushwick,10,4,Brooklyn,Brooklyn,314,314,314,314
386,Bushwick,11,0,Brooklyn,Brooklyn,200,80,98,120
387,Bushwick,11,1,Brooklyn,Brooklyn,223,52,108,117
388,Bushwick,11,2,Brooklyn,Brooklyn,300,110,152,167
389,Bushwick,11,3,Brooklyn,Brooklyn,299,145,201,208
390,Bushwick,11,4,Brooklyn,Brooklyn,260,260,260,260
391,Bushwick,12,0,Brooklyn,Brooklyn,200,89,98,123
392,Bushwick,12,1,Brooklyn,Brooklyn,208,52,110,120
393,Bushwick,12,2,Brooklyn,Brooklyn,300,108,162,168
394,Bushwick,12,3,Brooklyn,Brooklyn,399,125,201,216
395,Bushwick,12,4,Brooklyn,Brooklyn,290,290,290,290
396,Canarsie,1,1,Brooklyn,Brooklyn,100,59,80,80
397,Canarsie,1,3,Brooklyn,Brooklyn,175,169,172,172
398,Canarsie,2,1,Brooklyn,Brooklyn,100,100,100,100
399,Canarsie,2,3,Brooklyn,Brooklyn,175,86,107,123
400,Canarsie,3,1,Brooklyn,Brooklyn,100,100,100,100
401,Canarsie,3,3,Brooklyn,Brooklyn,192,88,137,138
402,Canarsie,4,1,Brooklyn,Brooklyn,100,55,78,78
403,Canarsie,4,3,Brooklyn,Brooklyn,200,87,175,154
404,Canarsie,5,1,Brooklyn,Brooklyn,100,55,78,78
405,Canarsie,5,3,Brooklyn,Brooklyn,215,175,195,195
406,Canarsie,6,1,Brooklyn,Brooklyn,100,69,84,84
407,Canarsie,6,3,Brooklyn,Brooklyn,301,101,148,174
408,Canarsie,7,1,Brooklyn,Brooklyn,100,69,84,84
409,Canarsie,7,3,Brooklyn,Brooklyn,225,110,148,158
410,Canarsie,8,1,Brooklyn,Brooklyn,100,69,84,84
411,Canarsie,8,3,Brooklyn,Brooklyn,175,98,138,138
412,Canarsie,9,1,Brooklyn,Brooklyn,100,69,84,84
413,Canarsie,9,3,Brooklyn,Brooklyn,175,110,140,141
414,Canarsie,10,1,Brooklyn,Brooklyn,100,65,82,82
415,Canarsie,10,3,Brooklyn,Brooklyn,175,89,125,128
416,Canarsie,11,1,Brooklyn,Brooklyn,100,100,100,100
417,Canarsie,11,3,Brooklyn,Brooklyn,175,89,124,128
418,Canarsie,12,1,Brooklyn,Brooklyn,100,65,82,82
419,Canarsie,12,3,Brooklyn,Brooklyn,175,90,129,131
420,Carroll Gardens,1,0,Brooklyn,Brooklyn,152,152,152,152
421,Carroll Gardens,1,1,Brooklyn,Brooklyn,195,108,155,154
422,Carroll Gardens,1,2,Brooklyn,Brooklyn,350,120,175,204
423,Carroll Gardens,1,3,Brooklyn,Brooklyn,750,150,195,365
424,Carroll Gardens,2,0,Brooklyn,Brooklyn,177,177,177,177
425,Carroll Gardens,2,1,Brooklyn,Brooklyn,220,135,175,173
426,Carroll Gardens,2,2,Brooklyn,Brooklyn,350,85,200,210
427,Carroll Gardens,2,3,Brooklyn,Brooklyn,800,195,195,397
428,Carroll Gardens,2,4,Brooklyn,Brooklyn,600,600,600,600
429,Carroll Gardens,3,0,Brooklyn,Brooklyn,110,110,110,110
430,Carroll Gardens,3,1,Brooklyn,Brooklyn,220,132,155,164
431,Carroll Gardens,3,2,Brooklyn,Brooklyn,350,150,200,223
432,Carroll Gardens,3,3,Brooklyn,Brooklyn,800,289,395,495
433,Carroll Gardens,4,0,Brooklyn,Brooklyn,160,160,160,160
434,Carroll Gardens,4,1,Brooklyn,Brooklyn,230,100,173,169
435,Carroll Gardens,4,2,Brooklyn,Brooklyn,350,165,188,216
436,Carroll Gardens,4,3,Brooklyn,Brooklyn,775,375,415,522
437,Carroll Gardens,5,0,Brooklyn,Brooklyn,160,160,160,160
438,Carroll Gardens,5,1,Brooklyn,Brooklyn,205,135,175,174
439,Carroll Gardens,5,2,Brooklyn,Brooklyn,396,165,195,230
440,Carroll Gardens,5,3,Brooklyn,Brooklyn,850,375,395,540
441,Carroll Gardens,6,0,Brooklyn,Brooklyn,168,168,168,168
442,Carroll Gardens,6,1,Brooklyn,Brooklyn,225,150,175,179
443,Carroll Gardens,6,2,Brooklyn,Brooklyn,350,165,200,219
444,Carroll Gardens,6,3,Brooklyn,Brooklyn,825,395,400,540
445,Carroll Gardens,7,0,Brooklyn,Brooklyn,168,168,168,168
446,Carroll Gardens,7,1,Brooklyn,Brooklyn,225,140,175,178
447,Carroll Gardens,7,2,Brooklyn,Brooklyn,350,159,195,216
448,Carroll Gardens,7,3,Brooklyn,Brooklyn,850,395,400,548
449,Carroll Gardens,8,0,Brooklyn,Brooklyn,168,168,168,168
450,Carroll Gardens,8,1,Brooklyn,Brooklyn,225,155,170,177
451,Carroll Gardens,8,2,Brooklyn,Brooklyn,350,159,195,216
452,Carroll Gardens,8,3,Brooklyn,Brooklyn,850,289,395,511
453,Carroll Gardens,9,0,Brooklyn,Brooklyn,160,160,160,160
454,Carroll Gardens,9,1,Brooklyn,Brooklyn,225,155,175,180
455,Carroll Gardens,9,2,Brooklyn,Brooklyn,350,159,195,221
456,Carroll Gardens,9,3,Brooklyn,Brooklyn,850,300,435,528
457,Carroll Gardens,10,0,Brooklyn,Brooklyn,160,160,160,160
458,Carroll Gardens,10,1,Brooklyn,Brooklyn,225,155,175,181
459,Carroll Gardens,10,2,Brooklyn,Brooklyn,318,159,200,225
460,Carroll Gardens,10,3,Brooklyn,Brooklyn,850,325,435,537
461,Carroll Gardens,11,0,Brooklyn,Brooklyn,176,176,176,176
462,Carroll Gardens,11,1,Brooklyn,Brooklyn,220,155,172,180
463,Carroll Gardens,11,2,Brooklyn,Brooklyn,300,141,182,196
464,Carroll Gardens,11,3,Brooklyn,Brooklyn,825,300,406,510
465,Carroll Gardens,12,0,Brooklyn,Brooklyn,176,176,176,176
466,Carroll Gardens,12,1,Brooklyn,Brooklyn,225,150,175,177
467,Carroll Gardens,12,2,Brooklyn,Brooklyn,300,159,200,217
468,Carroll Gardens,12,3,Brooklyn,Brooklyn,850,311,467,543
469,Chelsea,1,0,Manhattan,Lower Manhattan,270,89,183,179
470,Chelsea,1,1,Manhattan,Lower Manhattan,350,81,188,203
471,Chelsea,1,2,Manhattan,Lower Manhattan,595,144,350,358
472,Chelsea,1,3,Manhattan,Lower Manhattan,650,275,462,462
473,Chelsea,1,4,Manhattan,Lower Manhattan,1200,1200,1200,1200
474,Chelsea,2,0,Manhattan,Lower Manhattan,250,89,180,171
475,Chelsea,2,1,Manhattan,Lower Manhattan,340,60,200,201
476,Chelsea,2,2,Manhattan,Lower Manhattan,595,120,350,345
477,Chelsea,2,3,Manhattan,Lower Manhattan,650,169,410,410
478,Chelsea,2,4,Manhattan,Lower Manhattan,1200,1200,1200,1200
479,Chelsea,3,0,Manhattan,Lower Manhattan,270,89,198,193
480,Chelsea,3,1,Manhattan,Lower Manhattan,340,75,200,210
481,Chelsea,3,2,Manhattan,Lower Manhattan,599,199,372,371
482,Chelsea,3,3,Manhattan,Lower Manhattan,650,650,650,650
483,Chelsea,3,4,Manhattan,Lower Manhattan,599,599,599,599
484,Chelsea,4,0,Manhattan,Lower Manhattan,300,86,199,197
485,Chelsea,4,1,Manhattan,Lower Manhattan,350,89,208,222
486,Chelsea,4,2,Manhattan,Lower Manhattan,575,206,398,370
487,Chelsea,4,3,Manhattan,Lower Manhattan,750,750,750,750
488,Chelsea,4,4,Manhattan,Lower Manhattan,1200,1200,1200,1200
489,Chelsea,5,0,Manhattan,Lower Manhattan,300,99,200,203
490,Chelsea,5,1,Manhattan,Lower Manhattan,350,90,220,226
491,Chelsea,5,2,Manhattan,Lower Manhattan,575,208,375,350
492,Chelsea,5,3,Manhattan,Lower Manhattan,350,350,350,350
493,Chelsea,5,4,Manhattan,Lower Manhattan,1200,1200,1200,1200
494,Chelsea,6,0,Manhattan,Lower Manhattan,300,99,200,207
495,Chelsea,6,1,Manhattan,Lower Manhattan,350,114,222,230
496,Chelsea,6,2,Manhattan,Lower Manhattan,575,205,375,375
497,Chelsea,6,3,Manhattan,Lower Manhattan,800,800,800,800
498,Chelsea,6,4,Manhattan,Lower Manhattan,1200,1200,1200,1200
499,Chelsea,7,0,Manhattan,Lower Manhattan,275,99,199,198
500,Chelsea,7,1,Manhattan,Lower Manhattan,350,98,220,220
501,Chelsea,7,2,Manhattan,Lower Manhattan,595,205,408,405
502,Chelsea,7,3,Manhattan,Lower Manhattan,700,700,700,700
503,Chelsea,7,4,Manhattan,Lower Manhattan,1200,1200,1200,1200
504,Chelsea,8,0,Manhattan,Lower Manhattan,275,99,199,199
505,Chelsea,8,1,Manhattan,Lower Manhattan,350,89,214,213
506,Chelsea,8,2,Manhattan,Lower Manhattan,595,202,400,401
507,Chelsea,8,3,Manhattan,Lower Manhattan,713,713,713,713
508,Chelsea,8,4,Manhattan,Lower Manhattan,1200,1200,1200,1200
509,Chelsea,9,0,Manhattan,Lower Manhattan,275,98,199,194
510,Chelsea,9,1,Manhattan,Lower Manhattan,350,90,217,220
511,Chelsea,9,2,Manhattan,Lower Manhattan,595,122,395,361
512,Chelsea,9,3,Manhattan,Lower Manhattan,750,750,750,750
513,Chelsea,9,4,Manhattan,Lower Manhattan,891,891,891,891
514,Chelsea,10,0,Manhattan,Lower Manhattan,350,99,199,207
515,Chelsea,10,1,Manhattan,Lower Manhattan,350,100,220,223
516,Chelsea,10,2,Manhattan,Lower Manhattan,595,205,400,383
517,Chelsea,10,3,Manhattan,Lower Manhattan,700,700,700,700
518,Chelsea,10,4,Manhattan,Lower Manhattan,999,999,999,999
519,Chelsea,11,0,Manhattan,Lower Manhattan,350,97,199,204
520,Chelsea,11,1,Manhattan,Lower Manhattan,350,91,218,215
521,Chelsea,11,2,Manhattan,Lower Manhattan,575,102,350,338
522,Chelsea,11,3,Manhattan,Lower Manhattan,700,700,700,700
523,Chelsea,11,4,Manhattan,Lower Manhattan,999,999,999,999
524,Chelsea,12,0,Manhattan,Lower Manhattan,350,99,200,211
525,Chelsea,12,1,Manhattan,Lower Manhattan,350,90,220,219
526,Chelsea,12,2,Manhattan,Lower Manhattan,595,205,400,372
527,Chelsea,12,3,Manhattan,Lower Manhattan,700,700,700,700
528,Chelsea,12,4,Manhattan,Lower Manhattan,899,899,899,899
529,Chinatown,1,1,Manhattan,Lower Manhattan,259,120,200,193
530,Chinatown,1,2,Manhattan,Lower Manhattan,552,159,253,278
531,Chinatown,1,3,Manhattan,Lower Manhattan,575,236,342,374
532,Chinatown,2,1,Manhattan,Lower Manhattan,259,96,189,178
533,Chinatown,2,2,Manhattan,Lower Manhattan,550,101,238,291
534,Chinatown,2,3,Manhattan,Lower Manhattan,631,238,312,374
535,Chinatown,3,1,Manhattan,Lower Manhattan,239,169,200,202
536,Chinatown,3,2,Manhattan,Lower Manhattan,550,150,285,324
537,Chinatown,3,3,Manhattan,Lower Manhattan,575,238,347,377
538,Chinatown,4,1,Manhattan,Lower Manhattan,300,104,220,210
539,Chinatown,4,2,Manhattan,Lower Manhattan,550,209,312,345
540,Chinatown,4,3,Manhattan,Lower Manhattan,600,295,415,431
541,Chinatown,5,1,Manhattan,Lower Manhattan,249,150,220,213
542,Chinatown,5,2,Manhattan,Lower Manhattan,550,209,338,368
543,Chinatown,5,3,Manhattan,Lower Manhattan,700,280,410,450
544,Chinatown,6,1,Manhattan,Lower Manhattan,249,160,200,204
545,Chinatown,6,2,Manhattan,Lower Manhattan,520,175,338,354
546,Chinatown,6,3,Manhattan,Lower Manhattan,700,260,370,425
547,Chinatown,7,1,Manhattan,Lower Manhattan,250,169,200,209
548,Chinatown,7,2,Manhattan,Lower Manhattan,520,175,318,342
549,Chinatown,7,3,Manhattan,Lower Manhattan,600,290,428,436
550,Chinatown,8,1,Manhattan,Lower Manhattan,250,152,200,205
551,Chinatown,8,2,Manhattan,Lower Manhattan,520,175,338,349
552,Chinatown,8,3,Manhattan,Lower Manhattan,550,290,388,404
553,Chinatown,9,1,Manhattan,Lower Manhattan,250,169,199,204
554,Chinatown,9,2,Manhattan,Lower Manhattan,520,170,338,350
555,Chinatown,9,3,Manhattan,Lower Manhattan,640,222,310,370
556,Chinatown,10,1,Manhattan,Lower Manhattan,250,169,210,213
557,Chinatown,10,2,Manhattan,Lower Manhattan,520,165,328,310
558,Chinatown,10,3,Manhattan,Lower Manhattan,575,300,356,397
559,Chinatown,11,1,Manhattan,Lower Manhattan,250,155,210,210
560,Chinatown,11,2,Manhattan,Lower Manhattan,499,165,318,301
561,Chinatown,11,3,Manhattan,Lower Manhattan,577,260,356,387
562,Chinatown,12,1,Manhattan,Lower Manhattan,250,169,210,212
563,Chinatown,12,2,Manhattan,Lower Manhattan,403,165,322,298
564,Chinatown,12,3,Manhattan,Lower Manhattan,550,300,356,390
565,Civic Center,1,1,Manhattan,Lower Manhattan,149,149,149,149
566,Civic Center,2,1,Manhattan,Lower Manhattan,74,74,74,74
567,Civic Center,3,1,Manhattan,Lower Manhattan,299,299,299,299
568,Civic Center,4,1,Manhattan,Lower Manhattan,199,199,199,199
569,Civic Center,5,1,Manhattan,Lower Manhattan,299,299,299,299
570,Civic Center,6,1,Manhattan,Lower Manhattan,219,219,219,219
571,Civic Center,7,1,Manhattan,Lower Manhattan,219,219,219,219
572,Civic Center,8,1,Manhattan,Lower Manhattan,219,219,219,219
573,Civic Center,9,1,Manhattan,Lower Manhattan,219,219,219,219
574,Civic Center,10,1,Manhattan,Lower Manhattan,229,229,229,229
575,Civic Center,11,1,Manhattan,Lower Manhattan,197,197,197,197
576,Civic Center,12,1,Manhattan,Lower Manhattan,276,276,276,276
577,Clinton Hill,1,0,Brooklyn,Brooklyn,126,95,113,112
578,Clinton Hill,1,1,Brooklyn,Brooklyn,248,87,150,150
579,Clinton Hill,1,2,Brooklyn,Brooklyn,565,125,160,186
580,Clinton Hill,1,3,Brooklyn,Brooklyn,525,241,375,379
581,Clinton Hill,1,4,Brooklyn,Brooklyn,500,475,488,488
582,Clinton Hill,2,0,Brooklyn,Brooklyn,126,95,100,107
583,Clinton Hill,2,1,Brooklyn,Brooklyn,248,75,150,150
584,Clinton Hill,2,2,Brooklyn,Brooklyn,564,92,160,194
585,Clinton Hill,2,3,Brooklyn,Brooklyn,525,205,375,370
586,Clinton Hill,2,4,Brooklyn,Brooklyn,515,500,508,508
587,Clinton Hill,3,0,Brooklyn,Brooklyn,130,95,100,108
588,Clinton Hill,3,1,Brooklyn,Brooklyn,248,88,155,157
589,Clinton Hill,3,2,Brooklyn,Brooklyn,563,94,168,190
590,Clinton Hill,3,3,Brooklyn,Brooklyn,525,345,375,405
591,Clinton Hill,3,4,Brooklyn,Brooklyn,515,500,508,508
592,Clinton Hill,4,0,Brooklyn,Brooklyn,128,95,120,114
593,Clinton Hill,4,1,Brooklyn,Brooklyn,248,97,162,162
594,Clinton Hill,4,2,Brooklyn,Brooklyn,379,125,175,195
595,Clinton Hill,4,3,Brooklyn,Brooklyn,525,345,375,405
596,Clinton Hill,4,4,Brooklyn,Brooklyn,500,482,491,491
597,Clinton Hill,5,0,Brooklyn,Brooklyn,130,95,125,117
598,Clinton Hill,5,1,Brooklyn,Brooklyn,248,78,169,162
599,Clinton Hill,5,2,Brooklyn,Brooklyn,379,125,175,192
600,Clinton Hill,5,3,Brooklyn,Brooklyn,650,345,375,436
601,Clinton Hill,5,4,Brooklyn,Brooklyn,699,500,600,600
602,Clinton Hill,6,0,Brooklyn,Brooklyn,130,95,125,117
603,Clinton Hill,6,1,Brooklyn,Brooklyn,248,102,167,165
604,Clinton Hill,6,2,Brooklyn,Brooklyn,379,125,177,190
605,Clinton Hill,6,3,Brooklyn,Brooklyn,525,345,375,405
606,Clinton Hill,6,4,Brooklyn,Brooklyn,699,500,600,600
607,Clinton Hill,7,0,Brooklyn,Brooklyn,130,95,125,117
608,Clinton Hill,7,1,Brooklyn,Brooklyn,248,100,164,165
609,Clinton Hill,7,2,Brooklyn,Brooklyn,379,111,198,198
610,Clinton Hill,7,3,Brooklyn,Brooklyn,650,345,375,436
611,Clinton Hill,7,4,Brooklyn,Brooklyn,799,500,650,650
612,Clinton Hill,8,0,Brooklyn,Brooklyn,131,95,130,119
613,Clinton Hill,8,1,Brooklyn,Brooklyn,248,95,169,165
614,Clinton Hill,8,2,Brooklyn,Brooklyn,379,100,188,190
615,Clinton Hill,8,3,Brooklyn,Brooklyn,650,345,375,436
616,Clinton Hill,8,4,Brooklyn,Brooklyn,599,500,550,550
617,Clinton Hill,9,0,Brooklyn,Brooklyn,132,95,130,119
618,Clinton Hill,9,1,Brooklyn,Brooklyn,248,100,165,165
619,Clinton Hill,9,2,Brooklyn,Brooklyn,379,125,198,196
620,Clinton Hill,9,3,Brooklyn,Brooklyn,650,345,375,436
621,Clinton Hill,9,4,Brooklyn,Brooklyn,799,500,650,650
622,Clinton Hill,10,0,Brooklyn,Brooklyn,130,95,125,117
623,Clinton Hill,10,1,Brooklyn,Brooklyn,248,99,162,164
624,Clinton Hill,10,2,Brooklyn,Brooklyn,379,125,196,198
625,Clinton Hill,10,3,Brooklyn,Brooklyn,525,226,375,375
626,Clinton Hill,10,4,Brooklyn,Brooklyn,899,500,700,700
627,Clinton Hill,11,0,Brooklyn,Brooklyn,130,85,110,109
628,Clinton Hill,11,1,Brooklyn,Brooklyn,248,99,168,165
629,Clinton Hill,11,2,Brooklyn,Brooklyn,379,92,175,183
630,Clinton Hill,11,3,Brooklyn,Brooklyn,525,345,375,405
631,Clinton Hill,11,4,Brooklyn,Brooklyn,899,500,700,700
632,Clinton Hill,12,0,Brooklyn,Brooklyn,130,86,110,109
633,Clinton Hill,12,1,Brooklyn,Brooklyn,248,99,162,166
634,Clinton Hill,12,2,Brooklyn,Brooklyn,379,125,179,193
635,Clinton Hill,12,3,Brooklyn,Brooklyn,525,345,375,405
636,Clinton Hill,12,4,Brooklyn,Brooklyn,899,500,700,700
637,Cobble Hill,1,1,Brooklyn,Brooklyn,150,120,143,138
638,Cobble Hill,1,2,Brooklyn,Brooklyn,350,115,272,250
639,Cobble Hill,2,1,Brooklyn,Brooklyn,185,118,130,142
640,Cobble Hill,2,2,Brooklyn,Brooklyn,350,132,250,242
641,Cobble Hill,3,1,Brooklyn,Brooklyn,185,118,150,148
642,Cobble Hill,3,2,Brooklyn,Brooklyn,350,132,250,241
643,Cobble Hill,4,1,Brooklyn,Brooklyn,190,130,150,154
644,Cobble Hill,4,2,Brooklyn,Brooklyn,350,150,281,266
645,Cobble Hill,5,1,Brooklyn,Brooklyn,185,128,140,148
646,Cobble Hill,5,2,Brooklyn,Brooklyn,350,132,288,264
647,Cobble Hill,6,1,Brooklyn,Brooklyn,185,128,145,151
648,Cobble Hill,6,2,Brooklyn,Brooklyn,300,132,275,240
649,Cobble Hill,7,1,Brooklyn,Brooklyn,190,128,140,146
650,Cobble Hill,7,2,Brooklyn,Brooklyn,300,132,238,227
651,Cobble Hill,8,1,Brooklyn,Brooklyn,190,128,145,152
652,Cobble Hill,8,2,Brooklyn,Brooklyn,300,160,203,228
653,Cobble Hill,9,1,Brooklyn,Brooklyn,185,128,145,152
654,Cobble Hill,9,2,Brooklyn,Brooklyn,300,160,238,234
655,Cobble Hill,10,1,Brooklyn,Brooklyn,195,128,145,153
656,Cobble Hill,10,2,Brooklyn,Brooklyn,300,190,225,235
657,Cobble Hill,11,1,Brooklyn,Brooklyn,195,128,145,153
658,Cobble Hill,11,2,Brooklyn,Brooklyn,300,150,225,225
659,Cobble Hill,12,1,Brooklyn,Brooklyn,195,128,145,153
660,Cobble Hill,12,2,Brooklyn,Brooklyn,300,190,250,246
661,Coney Island,1,2,Brooklyn,Brooklyn,185,126,156,156
662,Coney Island,2,2,Brooklyn,Brooklyn,185,136,160,160
663,Coney Island,3,2,Brooklyn,Brooklyn,185,136,160,160
664,Coney Island,4,2,Brooklyn,Brooklyn,195,185,190,190
665,Coney Island,5,2,Brooklyn,Brooklyn,185,130,158,158
666,Coney Island,6,2,Brooklyn,Brooklyn,185,130,158,158
667,Coney Island,7,2,Brooklyn,Brooklyn,195,185,190,190
668,Coney Island,8,2,Brooklyn,Brooklyn,185,130,158,158
669,Coney Island,9,2,Brooklyn,Brooklyn,185,140,162,162
670,Coney Island,10,2,Brooklyn,Brooklyn,195,180,188,188
671,Coney Island,11,2,Brooklyn,Brooklyn,185,130,158,158
672,Coney Island,12,2,Brooklyn,Brooklyn,185,130,158,158
673,Crown Heights,1,0,Brooklyn,Brooklyn,115,61,100,92
674,Crown Heights,1,1,Brooklyn,Brooklyn,200,55,107,112
675,Crown Heights,1,2,Brooklyn,Brooklyn,275,100,144,151
676,Crown Heights,1,3,Brooklyn,Brooklyn,511,110,203,224
677,Crown Heights,1,4,Brooklyn,Brooklyn,290,290,290,290
678,Crown Heights,2,0,Brooklyn,Brooklyn,120,75,115,103
679,Crown Heights,2,1,Brooklyn,Brooklyn,200,55,110,116
680,Crown Heights,2,2,Brooklyn,Brooklyn,275,85,145,153
681,Crown Heights,2,3,Brooklyn,Brooklyn,315,110,189,198
682,Crown Heights,2,4,Brooklyn,Brooklyn,290,290,290,290
683,Crown Heights,3,0,Brooklyn,Brooklyn,120,75,115,103
684,Crown Heights,3,1,Brooklyn,Brooklyn,200,60,116,118
685,Crown Heights,3,2,Brooklyn,Brooklyn,275,95,150,154
686,Crown Heights,3,3,Brooklyn,Brooklyn,320,110,225,225
687,Crown Heights,3,4,Brooklyn,Brooklyn,290,290,290,290
688,Crown Heights,4,0,Brooklyn,Brooklyn,122,88,120,110
689,Crown Heights,4,1,Brooklyn,Brooklyn,300,57,124,129
690,Crown Heights,4,2,Brooklyn,Brooklyn,325,118,175,178
691,Crown Heights,4,3,Brooklyn,Brooklyn,800,110,230,266
692,Crown Heights,4,4,Brooklyn,Brooklyn,290,290,290,290
693,Crown Heights,5,0,Brooklyn,Brooklyn,120,81,115,105
694,Crown Heights,5,1,Brooklyn,Brooklyn,300,80,120,129
695,Crown Heights,5,2,Brooklyn,Brooklyn,325,99,172,175
696,Crown Heights,5,3,Brooklyn,Brooklyn,800,91,224,254
697,Crown Heights,5,4,Brooklyn,Brooklyn,290,290,290,290
698,Crown Heights,6,0,Brooklyn,Brooklyn,125,88,120,111
699,Crown Heights,6,1,Brooklyn,Brooklyn,300,80,125,131
700,Crown Heights,6,2,Brooklyn,Brooklyn,325,99,175,175
701,Crown Heights,6,3,Brooklyn,Brooklyn,800,155,224,269
702,Crown Heights,6,4,Brooklyn,Brooklyn,290,290,290,290
703,Crown Heights,7,0,Brooklyn,Brooklyn,127,81,120,109
704,Crown Heights,7,1,Brooklyn,Brooklyn,300,57,125,127
705,Crown Heights,7,2,Brooklyn,Brooklyn,325,94,155,170
706,Crown Heights,7,3,Brooklyn,Brooklyn,800,120,235,270
707,Crown Heights,7,4,Brooklyn,Brooklyn,290,290,290,290
708,Crown Heights,8,0,Brooklyn,Brooklyn,127,88,120,112
709,Crown Heights,8,1,Brooklyn,Brooklyn,300,80,122,130
710,Crown Heights,8,2,Brooklyn,Brooklyn,325,99,155,166
711,Crown Heights,8,3,Brooklyn,Brooklyn,500,126,235,248
712,Crown Heights,8,4,Brooklyn,Brooklyn,290,290,290,290
713,Crown Heights,9,0,Brooklyn,Brooklyn,125,88,120,111
714,Crown Heights,9,1,Brooklyn,Brooklyn,300,83,125,132
715,Crown Heights,9,2,Brooklyn,Brooklyn,325,99,167,175
716,Crown Heights,9,3,Brooklyn,Brooklyn,500,99,235,248
717,Crown Heights,9,4,Brooklyn,Brooklyn,290,290,290,290
718,Crown Heights,10,0,Brooklyn,Brooklyn,125,81,120,109
719,Crown Heights,10,1,Brooklyn,Brooklyn,300,80,120,129
720,Crown Heights,10,2,Brooklyn,Brooklyn,400,85,165,173
721,Crown Heights,10,3,Brooklyn,Brooklyn,600,140,228,249
722,Crown Heights,10,4,Brooklyn,Brooklyn,290,290,290,290
723,Crown Heights,11,0,Brooklyn,Brooklyn,125,95,120,113
724,Crown Heights,11,1,Brooklyn,Brooklyn,205,55,120,124
725,Crown Heights,11,2,Brooklyn,Brooklyn,299,85,159,161
726,Crown Heights,11,3,Brooklyn,Brooklyn,400,125,225,233
727,Crown Heights,11,4,Brooklyn,Brooklyn,290,290,290,290
728,Crown Heights,12,0,Brooklyn,Brooklyn,123,94,120,112
729,Crown Heights,12,1,Brooklyn,Brooklyn,300,80,120,129
730,Crown Heights,12,2,Brooklyn,Brooklyn,400,85,155,169
731,Crown Heights,12,3,Brooklyn,Brooklyn,658,140,228,250
732,Crown Heights,12,4,Brooklyn,Brooklyn,290,290,290,290
733,DUMBO,1,1,Brooklyn,Brooklyn,225,200,212,212
734,DUMBO,1,2,Brooklyn,Brooklyn,400,189,295,295
735,DUMBO,2,1,Brooklyn,Brooklyn,225,225,225,225
736,DUMBO,2,2,Brooklyn,Brooklyn,400,102,189,230
737,DUMBO,3,1,Brooklyn,Brooklyn,225,225,225,225
738,DUMBO,3,2,Brooklyn,Brooklyn,295,289,292,292
739,DUMBO,4,1,Brooklyn,Brooklyn,300,225,262,262
740,DUMBO,4,2,Brooklyn,Brooklyn,295,295,295,295
741,DUMBO,5,1,Brooklyn,Brooklyn,275,225,250,250
742,DUMBO,5,2,Brooklyn,Brooklyn,295,295,295,295
743,DUMBO,6,1,Brooklyn,Brooklyn,275,225,250,250
744,DUMBO,6,2,Brooklyn,Brooklyn,450,289,295,345
745,DUMBO,7,1,Brooklyn,Brooklyn,300,225,262,262
746,DUMBO,7,2,Brooklyn,Brooklyn,295,289,292,292
747,DUMBO,8,1,Brooklyn,Brooklyn,250,225,238,238
748,DUMBO,8,2,Brooklyn,Brooklyn,295,289,292,292
749,DUMBO,9,1,Brooklyn,Brooklyn,260,225,242,242
750,DUMBO,9,2,Brooklyn,Brooklyn,450,289,295,345
751,DUMBO,10,1,Brooklyn,Brooklyn,250,225,238,238
752,DUMBO,10,2,Brooklyn,Brooklyn,295,289,292,292
753,DUMBO,11,1,Brooklyn,Brooklyn,250,195,222,222
754,DUMBO,11,2,Brooklyn,Brooklyn,289,148,218,218
755,DUMBO,12,1,Brooklyn,Brooklyn,250,231,240,240
756,DUMBO,12,2,Brooklyn,Brooklyn,295,289,292,292
757,Downtown Brooklyn,1,1,Brooklyn,Brooklyn,220,125,175,166
758,Downtown Brooklyn,1,2,Brooklyn,Brooklyn,148,148,148,148
759,Downtown Brooklyn,2,1,Brooklyn,Brooklyn,220,100,175,166
760,Downtown Brooklyn,2,2,Brooklyn,Brooklyn,185,185,185,185
761,Downtown Brooklyn,3,1,Brooklyn,Brooklyn,185,135,158,161
762,Downtown Brooklyn,3,2,Brooklyn,Brooklyn,185,185,185,185
763,Downtown Brooklyn,4,1,Brooklyn,Brooklyn,227,62,160,151
764,Downtown Brooklyn,4,2,Brooklyn,Brooklyn,285,285,285,285
765,Downtown Brooklyn,5,1,Brooklyn,Brooklyn,220,67,170,157
766,Downtown Brooklyn,5,2,Brooklyn,Brooklyn,285,285,285,285
767,Downtown Brooklyn,6,1,Brooklyn,Brooklyn,220,125,160,166
